work_id,mp_id,state_name,constituency,district,block,village,sector,sub_sector,work_description,registered_latitude,registered_longitude,coordinates_provenance,recommendation_date,recommended_amount_inr,technical_estimate_amount_inr,sanctioned_amount_inr,sanction_date,sanction_revision_count,implementing_agency_id,expected_start_date,actual_start_date,expected_completion_date,actual_completion_date,lifecycle_stage,current_status,current_physical_progress_pct,current_expenditure_inr,final_actual_expenditure_inr,source_type,synthetic_demo_data,released_payments_inr,payment_count,payment_chronology_flag,latest_payment_release,latest_progress_report,physical_progress_pct,financial_progress_pct,expected_progress_pct_by_date,financial_physical_gap_pct,observed_delay,observed_cost_overrun,release_above_visible_sanction,review_priority_score_0_100,review_priority_band,requires_review,geo_warning_contribution_points,policy_version,anomaly_unusualness,within_lifecycle_percentile_0_100,anomaly_flag,peer_robust_deviation,has_duplicate_candidate,best_candidate_work_id,best_similarity_0_1,model_score_0_1,serving_percentile_0_100,early_warning_status,model_name,model_version,model_quality_status,prediction_timestamp,monthly_evidence_status,completion_evidence_status,latest_evidence_id,latest_capture_timestamp,location_status,distance_from_registered_metres,late_evidence_count,missing_monthly_site_evidence,geo_warning_only,sanction_record,progress_report,payment_release,completion_certificate,utilization_certificate,handover_record,public_use_evidence,completed_work_photo,asset_register,audit_record,closure_requires_review
W-001558,MP-S04-02,Odisha,Odisha Demo Constituency 2,Odisha Demo District 3,Demo Block 3,Demo Village 1,Health,diagnostic room,"Construction and improvement of diagnostic room at Demo Village 1, Demo Block 3",20.582709,84.317618,SYNTHETIC_PROTOTYPE_COORDINATE,2022-10-06,5184000,5470000,5788000.0,2022-12-16,0,IA-S04-03-02,2023-02-12,2023-02-10,2023-10-14,2023-11-03,COMPLETION,COMPLETED,100.0,5774000,5774000.0,SYNTHETIC_V2,True,5774000.0,5,False,2023-09-27,2023-11-03,100.0,99.7,100.0,-0.29999999999999716,False,False,False,17.570959,LOW,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2,0.44078203190319426,14.970930232558139,False,-0.21160494414951925,False,W-000328,1.0,,,,,,,,NOT_APPLICABLE,RECORDED,GEO-V2-00006058,2023-11-04T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,NOT_RECORDED,RECORDED,RECORDED,NOT_RECORDED,RECORDED,True
W-001559,MP-S05-02,Rajasthan,Rajasthan Demo Constituency 2,Rajasthan Demo District 3,Demo Block 4,Demo Village 8,Drinking Water,borewell system,"Construction and improvement of borewell system at Demo Village 8, Demo Block 4",26.693759,73.727901,SYNTHETIC_PROTOTYPE_COORDINATE,2022-10-17,9568000,10388000,9590000.0,2023-02-03,0,IA-S05-03-02,2023-03-25,2023-04-29,2024-06-10,2024-08-02,COMPLETION,COMPLETED,100.0,8896000,8896000.0,SYNTHETIC_V2,True,8896000.0,6,False,2024-05-29,2024-08-02,100.0,93.0,100.0,-7.0,False,False,False,4.709034,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2,0.4559932890521212,34.62936046511628,False,-0.8345394142676505,False,W-000329,1.0,,,,,,,,NOT_APPLICABLE,RECORDED,GEO-V2-00006060,2024-08-03T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,False
W-001560,MP-S06-02,Tamil Nadu,Tamil Nadu Demo Constituency 2,Tamil Nadu Demo District 3,Demo Block 5,Demo Village 15,Education,school classroom,"Construction and improvement of school classroom at Demo Village 15, Demo Block 5",11.209574,78.641918,SYNTHETIC_PROTOTYPE_COORDINATE,2022-10-28,918000,853000,,,0,IA-S06-03-02,,,,,PRE_SANCTION,RECOMMENDED,0.0,0,,SYNTHETIC_V2,True,0.0,0,False,,,0.0,,,,False,False,False,27.891566,MEDIUM,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2,0.5580736055718967,92.9718875502008,False,,False,W-000330,1.0,,,,,,,,NOT_APPLICABLE,NOT_APPLICABLE,,,COMPARISON_UNAVAILABLE,,0,False,True,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,False
W-001561,MP-S01-03,Andhra Pradesh,Andhra Pradesh Demo Constituency 3,Andhra Pradesh Demo District 3,Demo Block 1,Demo Village 22,Roads,approach road,"Construction and improvement of approach road at Demo Village 22, Demo Block 1",15.417057,79.651712,SYNTHETIC_PROTOTYPE_COORDINATE,2022-11-08,4407000,4631000,,,0,IA-S01-03-02,,,,,PRE_SANCTION,RECOMMENDED,0.0,0,,SYNTHETIC_V2,True,0.0,0,False,,,0.0,,,,False,False,False,13.795181,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2,0.4882094319538953,45.98393574297189,False,,False,W-000331,0.9999998807907104,,,,,,,,NOT_APPLICABLE,NOT_APPLICABLE,,,COMPARISON_UNAVAILABLE,,0,False,True,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,False
W-001562,MP-S02-03,Karnataka,Karnataka Demo Constituency 3,Karnataka Demo District 3,Demo Block 2,Demo Village 29,Others,drainage improvement,"Construction and improvement of drainage improvement at Demo Village 29, Demo Block 2",15.43267,75.665053,SYNTHETIC_PROTOTYPE_COORDINATE,2022-11-19,6381000,6560000,6218000.0,2022-12-11,0,IA-S02-03-02,2023-01-25,2023-02-20,2023-07-29,,EXECUTION,ONGOING,75.7,5679000,,SYNTHETIC_V2,True,5679000.0,3,False,2025-10-24,2026-09-05,75.7,67.4,100.0,-8.299999999999997,True,False,False,30.322172,MEDIUM,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2,0.4422319644696117,37.82857142857143,False,-0.8697380845882412,False,W-000332,1.0,0.95361793,87.08571428571429,HIGH_EARLY_WARNING,xgboost,DEMO_V2_MODELS_1_0,SYNTHETIC_HOLDOUT_SUPPORTED,2026-09-05T00:00:00+00:00,RECORDED,NOT_APPLICABLE,GEO-V2-00006068,2026-09-03T09:18:00+05:30,LOCATION_REQUIRES_REVIEW,2773.8696397751287,0,False,True,RECORDED,RECORDED,RECORDED,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,False
W-001563,MP-S03-03,Maharashtra,Maharashtra Demo Constituency 3,Maharashtra Demo District 3,Demo Block 3,Demo Village 36,Community Infrastructure,community hall,"Construction and improvement of community hall at Demo Village 36, Demo Block 3",19.546355,74.978142,SYNTHETIC_PROTOTYPE_COORDINATE,2022-11-30,5330000,4957000,4847000.0,2023-02-19,0,IA-S03-03-02,2023-04-22,2023-05-19,2024-03-03,,EXECUTION,ONGOING,92.0,4658000,,SYNTHETIC_V2,True,4658000.0,4,False,2026-01-15,2026-09-05,92.0,85.0,100.0,-7.0,True,False,False,26.321048,MEDIUM,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2,0.41740205896692884,9.085714285714285,False,-0.6981571019143707,False,W-000333,1.0,0.95091856,85.42857142857143,HIGH_EARLY_WARNING,xgboost,DEMO_V2_MODELS_1_0,SYNTHETIC_HOLDOUT_SUPPORTED,2026-09-05T00:00:00+00:00,RECORDED,NOT_APPLICABLE,GEO-V2-00006076,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,77.7519500774484,0,False,True,RECORDED,RECORDED,RECORDED,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,False
W-001564,MP-S04-03,Odisha,Odisha Demo Constituency 3,Odisha Demo District 3,Demo Block 4,Demo Village 2,Community Infrastructure,public shelter,"Construction and improvement of public shelter at Demo Village 2, Demo Block 4",20.653713,84.388306,SYNTHETIC_PROTOTYPE_COORDINATE,2022-12-11,4389000,4310000,4410000.0,2023-01-21,1,IA-S04-03-02,2023-03-22,2023-04-05,2024-06-27,,EXECUTION,ONGOING,92.0,3094000,,SYNTHETIC_V2,True,3094000.0,2,False,2025-07-25,2026-09-05,92.0,91.2,100.0,-0.7999999999999972,True,False,False,25.434009,MEDIUM,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2,0.5226899770702277,85.54285714285714,False,0.035499513656662554,False,W-002794,0.9999998807907104,0.25873965,12.285714285714286,NO_EARLY_WARNING,xgboost,DEMO_V2_MODELS_1_0,SYNTHETIC_HOLDOUT_SUPPORTED,2026-09-05T00:00:00+00:00,RECORDED,NOT_APPLICABLE,GEO-V2-00006084,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,183.8487751151674,0,False,True,RECORDED,RECORDED,RECORDED,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,False
W-001565,MP-S05-03,Rajasthan,Rajasthan Demo Constituency 3,Rajasthan Demo District 3,Demo Block 5,Demo Village 9,Health,community clinic,"Construction and improvement of community clinic at Demo Village 9, Demo Block 5",26.766934,73.802913,SYNTHETIC_PROTOTYPE_COORDINATE,2022-12-22,9751000,10464000,10541000.0,2023-04-06,0,IA-S05-03-02,2023-06-01,2023-07-01,2024-10-08,,EXECUTION,ONGOING,92.0,10008000,,SYNTHETIC_V2,True,10008000.0,3,False,2025-11-22,2026-09-05,92.0,93.8,100.0,1.7999999999999972,True,False,False,24.271407,LOW,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2,0.4346412388942125,28.57142857142857,False,0.1893307395022014,False,W-002795,1.0,0.92670256,66.74285714285715,HIGH_EARLY_WARNING,xgboost,DEMO_V2_MODELS_1_0,SYNTHETIC_HOLDOUT_SUPPORTED,2026-09-05T00:00:00+00:00,RECORDED,NOT_APPLICABLE,GEO-V2-00006092,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,138.38244132819568,0,False,True,RECORDED,RECORDED,RECORDED,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,False
W-001566,MP-S06-03,Tamil Nadu,Tamil Nadu Demo Constituency 3,Tamil Nadu Demo District 3,Demo Block 1,Demo Village 16,Drinking Water,drinking water pipeline,"Construction and improvement of drinking water pipeline at Demo Village 16, Demo Block 1",10.933686,78.714508,SYNTHETIC_PROTOTYPE_COORDINATE,2023-01-02,6844000,6493000,5965000.0,2023-02-17,1,IA-S06-03-02,2023-03-28,2023-04-12,2023-09-14,,EXECUTION,ONGOING,92.0,6147000,,SYNTHETIC_V2,True,6147000.0,4,False,2026-01-06,2026-09-05,92.0,72.3,100.0,-19.700000000000003,True,False,True,37.515315,MEDIUM,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2,0.5573907626576335,93.48571428571428,False,-2.6291374502046856,False,W-002796,1.0,0.8748719,46.800000000000004,HIGH_EARLY_WARNING,xgboost,DEMO_V2_MODELS_1_0,SYNTHETIC_HOLDOUT_SUPPORTED,2026-09-05T00:00:00+00:00,OVERDUE,NOT_APPLICABLE,GEO-V2-00006099,2026-08-05T09:18:00+05:30,LOCATION_CONSISTENT,117.92054418530665,0,True,True,RECORDED,RECORDED,RECORDED,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,False
W-001567,MP-S01-01,Andhra Pradesh,Andhra Pradesh Demo Constituency 1,Andhra Pradesh Demo District 1,Demo Block 2,Demo Village 23,Education,college laboratory,"Construction and improvement of college laboratory at Demo Village 23, Demo Block 2",15.14607,79.72252,SYNTHETIC_PROTOTYPE_COORDINATE,2023-01-13,9395000,8965000,8479000.0,2023-04-04,0,IA-S01-01-03,2023-05-21,2023-06-02,2026-10-29,,EXECUTION,ONGOING,92.0,8161000,,SYNTHETIC_V2,True,8161000.0,2,False,2025-08-15,2026-09-05,92.0,84.3,100.0,-7.700000000000003,False,False,False,12.858825,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2,0.42702626366515556,20.17142857142857,False,-1.0266585011502183,False,W-002797,1.0,0.9429259,78.22857142857143,HIGH_EARLY_WARNING,xgboost,DEMO_V2_MODELS_1_0,SYNTHETIC_HOLDOUT_SUPPORTED,2026-09-05T00:00:00+00:00,RECORDED,NOT_APPLICABLE,GEO-V2-00006107,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,184.54439350481394,0,False,True,RECORDED,RECORDED,RECORDED,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,False
W-001568,MP-S02-01,Karnataka,Karnataka Demo Constituency 1,Karnataka Demo District 1,Demo Block 3,Demo Village 30,Roads,culvert improvement,"Construction and improvement of culvert improvement at Demo Village 30, Demo Block 3",15.158727,75.734108,SYNTHETIC_PROTOTYPE_COORDINATE,2023-01-24,9730000,10404000,10604000.0,2023-03-30,0,IA-S02-01-03,2023-05-11,2023-05-08,2023-11-18,,EXECUTION,ONGOING,87.4,8972000,,SYNTHETIC_V2,True,8972000.0,3,False,2025-11-14,2026-09-05,87.4,96.2,100.0,8.799999999999997,True,False,False,32.991308,MEDIUM,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2,0.44184167118555073,37.142857142857146,False,1.056277981821838,False,W-004028,1.0,0.9245301,65.71428571428571,HIGH_EARLY_WARNING,xgboost,DEMO_V2_MODELS_1_0,SYNTHETIC_HOLDOUT_SUPPORTED,2026-09-05T00:00:00+00:00,RECORDED,NOT_APPLICABLE,GEO-V2-00006115,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,166.55367849989204,0,False,True,RECORDED,RECORDED,RECORDED,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,False
W-001569,MP-S03-01,Maharashtra,Maharashtra Demo Constituency 1,Maharashtra Demo District 1,Demo Block 4,Demo Village 37,Others,solar street lighting,"Construction and improvement of solar street lighting at Demo Village 37, Demo Block 4",19.266272,75.046101,SYNTHETIC_PROTOTYPE_COORDINATE,2023-02-04,6737000,6264000,6246000.0,2023-05-15,1,IA-S03-01-03,2023-06-04,2023-06-04,2024-04-03,2024-05-19,COMPLETION,COMPLETED,100.0,6142000,6142000.0,SYNTHETIC_V2,True,6142000.0,6,False,2024-04-10,2024-05-15,100.0,109.7,100.0,9.700000000000003,False,False,False,9.099486,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2,0.5358723595773752,83.86627906976744,False,1.0960474841494665,False,W-002799,1.0,,,,,,,,NOT_APPLICABLE,RECORDED,GEO-V2-00006117,2024-05-20T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,NOT_RECORDED,RECORDED,RECORDED,False
W-001570,MP-S04-01,Odisha,Odisha Demo Constituency 1,Odisha Demo District 1,Demo Block 5,Demo Village 3,Community Infrastructure,public shelter,"Construction and improvement of public shelter at Demo Village 3, Demo Block 5",20.378788,84.458996,SYNTHETIC_PROTOTYPE_COORDINATE,2023-02-15,11540000,11874000,11004000.0,2023-03-18,0,IA-S04-01-03,2023-04-03,2023-04-10,2023-11-26,2023-12-14,COMPLETION,COMPLETED,100.0,10104000,10104000.0,SYNTHETIC_V2,True,10104000.0,2,False,2023-09-29,2023-12-14,100.0,102.4,100.0,2.4000000000000057,False,False,False,4.269705,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2,0.4993931690440629,68.13226744186046,False,0.13739626581930736,False,W-000340,1.0,,,,,,,,NOT_APPLICABLE,RECORDED,GEO-V2-00006119,2023-12-15T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,NOT_RECORDED,RECORDED,RECORDED,False
W-001571,MP-S05-01,Rajasthan,Rajasthan Demo Constituency 1,Rajasthan Demo District 1,Demo Block 1,Demo Village 10,Health,community clinic,"Construction and improvement of community clinic at Demo Village 10, Demo Block 1",26.490083,73.871934,SYNTHETIC_PROTOTYPE_COORDINATE,2023-02-26,6105000,5744000,5253000.0,2023-05-31,1,IA-S05-01-03,2023-07-11,2023-07-14,2023-12-12,2024-03-11,COMPLETION,COMPLETED,100.0,6047000,6047000.0,SYNTHETIC_V2,True,6047000.0,3,False,2024-01-17,2024-03-11,100.0,103.6,100.0,3.5999999999999943,False,True,True,71.836492,HIGH,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2,0.534014147310186,83.28488372093024,False,0.30418210721493466,False,W-000341,1.0,,,,,,,,NOT_APPLICABLE,RECORDED,GEO-V2-00006121,2024-03-12T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,NOT_RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,True
W-001572,MP-S06-01,Tamil Nadu,Tamil Nadu Demo Constituency 1,Tamil Nadu Demo District 1,Demo Block 2,Demo Village 17,Drinking Water,drinking water pipeline,"Construction and improvement of drinking water pipeline at Demo Village 17, Demo Block 2",11.006025,78.785703,SYNTHETIC_PROTOTYPE_COORDINATE,2023-03-09,9184000,9829000,9086000.0,2023-04-01,0,IA-S06-01-03,2023-05-10,2023-05-29,2024-07-01,2024-11-13,COMPLETION,COMPLETED,100.0,10164000,10164000.0,SYNTHETIC_V2,True,10164000.0,4,True,2024-07-31,2024-11-13,100.0,103.1,100.0,3.0999999999999943,False,True,True,60.302216,HIGH,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2,0.44609902561700454,20.96656976744186,False,0.32009730958211235,False,W-000342,1.0,,,,,,,,NOT_APPLICABLE,RECORDED,GEO-V2-00006123,2024-11-14T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,NOT_RECORDED,RECORDED,False
W-001573,MP-S01-02,Andhra Pradesh,Andhra Pradesh Demo Constituency 2,Andhra Pradesh Demo District 1,Demo Block 3,Demo Village 24,Education,college laboratory,"Construction and improvement of college laboratory at Demo Village 24, Demo Block 3",15.214388,79.796953,SYNTHETIC_PROTOTYPE_COORDINATE,2023-03-20,966000,1033000,1031000.0,2023-04-16,0,IA-S01-01-03,2023-05-19,2023-05-21,2024-04-09,2024-08-24,COMPLETION,COMPLETED,100.0,1206000,1206000.0,SYNTHETIC_V2,True,1206000.0,5,False,2024-06-12,2024-08-15,100.0,106.5,100.0,6.5,False,True,True,57.164204,HIGH,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2,0.5091843680495723,72.67441860465115,False,0.7258805316271937,False,W-000343,1.0,,,,,,,,NOT_APPLICABLE,RECORDED,GEO-V2-00006125,2024-08-25T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,False
W-001574,MP-S02-02,Karnataka,Karnataka Demo Constituency 2,Karnataka Demo District 1,Demo Block 4,Demo Village 31,Roads,culvert improvement,"Construction and improvement of culvert improvement at Demo Village 31, Demo Block 4",15.230196,75.805758,SYNTHETIC_PROTOTYPE_COORDINATE,2023-03-31,8729000,8240000,8214000.0,2023-04-29,0,IA-S02-01-03,2023-06-23,2023-06-22,2024-03-01,2024-05-04,COMPLETION,COMPLETED,100.0,7611000,7611000.0,SYNTHETIC_V2,True,7611000.0,6,False,2024-03-26,2024-05-04,100.0,101.8,100.0,1.7999999999999972,False,False,False,0.788287,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2,0.4287796326273647,3.9244186046511627,False,0.08908368521389035,False,W-002804,1.0,,,,,,,,NOT_APPLICABLE,RECORDED,GEO-V2-00006127,2024-05-05T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,False
W-001575,MP-S03-02,Maharashtra,Maharashtra Demo Constituency 2,Maharashtra Demo District 1,Demo Block 5,Demo Village 38,Others,solar street lighting,"Construction and improvement of solar street lighting at Demo Village 38, Demo Block 5",19.339613,75.120479,SYNTHETIC_PROTOTYPE_COORDINATE,2023-04-11,3051000,2958000,2637000.0,2023-05-29,0,IA-S03-01-03,2023-07-20,2023-08-26,2024-05-09,2024-10-04,COMPLETION,COMPLETED,100.0,2272000,2272000.0,SYNTHETIC_V2,True,2272000.0,2,False,2024-06-04,2024-10-04,100.0,95.2,100.0,-4.799999999999997,False,False,False,21.638806,LOW,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2,0.4916122546030516,64.35319767441861,False,-0.6504018037810005,False,W-000345,0.9999998211860657,,,,,,,,NOT_APPLICABLE,RECORDED,GEO-V2-00006129,2024-10-05T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,NOT_RECORDED,RECORDED,RECORDED,RECORDED,True
W-001576,MP-S04-02,Odisha,Odisha Demo Constituency 2,Odisha Demo District 1,Demo Block 1,Demo Village 4,Community Infrastructure,public shelter,"Construction and improvement of public shelter at Demo Village 4, Demo Block 1",20.450238,84.533959,SYNTHETIC_PROTOTYPE_COORDINATE,2023-04-22,4265000,4504000,4025000.0,2023-08-07,0,IA-S04-01-03,2023-09-19,2023-10-11,2024-08-19,2024-10-11,COMPLETION,COMPLETED,100.0,3434000,3434000.0,SYNTHETIC_V2,True,3434000.0,3,False,2024-07-19,2024-10-11,100.0,100.0,100.0,0.0,False,False,False,2.10017,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2,0.45196382956882786,29.14244186046512,False,-0.1623774050591798,False,W-000346,1.0,,,,,,,,NOT_APPLICABLE,RECORDED,GEO-V2-00006131,2024-10-12T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True,RECORDED,RECORDED,RECORDED,NOT_RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,False
W-001577,MP-S05-02,Rajasthan,Rajasthan Demo Constituency 2,Rajasthan Demo District 1,Demo Block 2,Demo Village 11,Health,community clinic,"Construction and improvement of community clinic at Demo Village 11, Demo Block 2",26.563788,73.94644,SYNTHETIC_PROTOTYPE_COORDINATE,2023-05-03,5599000,5434000,5666000.0,2023-08-21,0,IA-S05-01-03,2023-10-21,2023-11-21,2024-08-22,2024-08-02,COMPLETION,COMPLETED,100.0,5496000,5496000.0,SYNTHETIC_V2,True,5496000.0,4,False,2024-06-21,2024-08-02,100.0,102.5,100.0,2.5,False,False,False,1.031992,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2,0.4243560915088249,1.489825581395349,False,0.15870370811214038,False,W-001208,0.9957306385040283,,,,,,,,NOT_APPLICABLE,RECORDED,GEO-V2-00006133,2024-08-03T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,False
W-001578,MP-S06-02,Tamil Nadu,Tamil Nadu Demo Constituency 2,Tamil Nadu Demo District 1,Demo Block 3,Demo Village 18,Drinking Water,drinking water pipeline,"Construction and improvement of drinking water pipeline at Demo Village 18, Demo Block 3",11.073811,78.853525,SYNTHETIC_PROTOTYPE_COORDINATE,2023-05-14,7893000,7648000,6747000.0,2023-08-13,0,IA-S06-01-03,2023-09-18,2023-09-18,2024-06-20,2024-06-12,COMPLETION,COMPLETED,100.0,5797000,5797000.0,SYNTHETIC_V2,True,5797000.0,5,False,2024-05-07,2024-06-12,100.0,95.7,100.0,-4.299999999999997,False,False,False,2.529122,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2,0.4373321260015649,11.155523255813954,False,-0.5258741514563273,False,W-000348,1.0,,,,,,,,NOT_APPLICABLE,RECORDED,GEO-V2-00006135,2024-06-13T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,NOT_RECORDED,RECORDED,False
W-001579,MP-S01-03,Andhra Pradesh,Andhra Pradesh Demo Constituency 3,Andhra Pradesh Demo District 1,Demo Block 4,Demo Village 25,Education,college laboratory,"Construction and improvement of college laboratory at Demo Village 25, Demo Block 4",15.285788,79.869957,SYNTHETIC_PROTOTYPE_COORDINATE,2023-05-25,4956000,5321000,4690000.0,2023-07-14,1,IA-S01-01-03,2023-09-01,2023-09-23,2024-11-19,2025-01-24,COMPLETION,COMPLETED,100.0,4325000,4325000.0,SYNTHETIC_V2,True,4325000.0,6,False,2024-11-17,2025-01-15,100.0,93.3,100.0,-6.700000000000003,False,False,False,7.759638,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2,0.5490729632589838,88.84447674418605,False,-0.969981949342534,False,W-000349,1.0,,,,,,,,NOT_APPLICABLE,RECORDED,GEO-V2-00006137,2025-01-25T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,False
W-001580,MP-S02-03,Karnataka,Karnataka Demo Constituency 3,Karnataka Demo District 1,Demo Block 5,Demo Village 32,Roads,culvert improvement,"Construction and improvement of culvert improvement at Demo Village 32, Demo Block 5",15.298573,75.878797,SYNTHETIC_PROTOTYPE_COORDINATE,2023-06-05,7581000,8174000,,,0,IA-S02-01-03,,,,,PRE_SANCTION,RECOMMENDED,0.0,0,,SYNTHETIC_V2,True,0.0,0,False,,,0.0,,,,False,False,False,15.783133,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2,0.49212721054699954,52.610441767068274,False,,False,W-000350,1.0,,,,,,,,NOT_APPLICABLE,NOT_APPLICABLE,,,COMPARISON_UNAVAILABLE,,0,False,True,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,False
