work_id,mp_id,state_name,constituency,district,block,village,sector,sub_sector,work_description,registered_latitude,registered_longitude,coordinates_provenance,recommendation_date,recommended_amount_inr,technical_estimate_amount_inr,sanctioned_amount_inr,sanction_date,sanction_revision_count,implementing_agency_id,expected_start_date,actual_start_date,expected_completion_date,actual_completion_date,lifecycle_stage,current_status,current_physical_progress_pct,current_expenditure_inr,final_actual_expenditure_inr,source_type,synthetic_demo_data
W-000613,MP-S01-01,Andhra Pradesh,Andhra Pradesh Demo Constituency 1,Andhra Pradesh Demo District 2,Demo Block 3,Demo Village 28,Others,public sanitation block,"Construction and improvement of public sanitation block at Demo Village 28, Demo Block 3",15.182642,79.8069,SYNTHETIC_PROTOTYPE_COORDINATE,2025-03-29,10994000,10737000,9840000,2025-06-14,0,IA-S01-02-03,2025-07-20,2025-07-31,2026-04-26,2026-08-31,COMPLETION,COMPLETED,100.0,9171000,9171000,SYNTHETIC_V2,True
W-000614,MP-S02-01,Karnataka,Karnataka Demo Constituency 1,Karnataka Demo District 2,Demo Block 4,Demo Village 35,Community Infrastructure,sports facility,"Construction and improvement of sports facility at Demo Village 35, Demo Block 4",15.189755,75.818441,SYNTHETIC_PROTOTYPE_COORDINATE,2025-04-09,7976000,8370000,8035000,2025-05-29,0,IA-S02-02-03,2025-07-02,2025-07-15,2026-02-05,2026-04-12,COMPLETION,COMPLETED,100.0,7089000,7089000,SYNTHETIC_V2,True
W-000615,MP-S03-01,Maharashtra,Maharashtra Demo Constituency 1,Maharashtra Demo District 2,Demo Block 5,Demo Village 1,Health,primary health centre,"Construction and improvement of primary health centre at Demo Village 1, Demo Block 5",19.301041,75.130275,SYNTHETIC_PROTOTYPE_COORDINATE,2025-04-20,11635000,11478000,10433000,2025-06-14,0,IA-S03-02-03,2025-07-26,2025-08-21,2026-11-18,2026-08-31,COMPLETION,COMPLETED,100.0,8649000,8649000,SYNTHETIC_V2,True
W-000616,MP-S04-01,Odisha,Odisha Demo Constituency 1,Odisha Demo District 2,Demo Block 1,Demo Village 8,Drinking Water,community water tank,"Construction and improvement of community water tank at Demo Village 8, Demo Block 1",20.417143,84.545512,SYNTHETIC_PROTOTYPE_COORDINATE,2025-05-01,11893000,11977000,11075000,2025-06-16,0,IA-S04-02-03,2025-07-19,2025-08-20,2025-12-23,2026-03-22,COMPLETION,COMPLETED,100.0,10019000,10019000,SYNTHETIC_V2,True
W-000617,MP-S05-01,Rajasthan,Rajasthan Demo Constituency 1,Rajasthan Demo District 2,Demo Block 2,Demo Village 15,Education,library building,"Construction and improvement of library building at Demo Village 15, Demo Block 2",26.525204,73.958542,SYNTHETIC_PROTOTYPE_COORDINATE,2022-04-08,866000,867000,868000,2022-06-04,0,IA-S05-02-03,2022-06-29,2022-07-23,2023-09-30,2023-10-30,COMPLETION,COMPLETED,100.0,807000,807000,SYNTHETIC_V2,True
W-000618,MP-S06-01,Tamil Nadu,Tamil Nadu Demo Constituency 1,Tamil Nadu Demo District 2,Demo Block 3,Demo Village 22,Roads,rural road,"Construction and improvement of rural road at Demo Village 22, Demo Block 3",11.038775,78.867964,SYNTHETIC_PROTOTYPE_COORDINATE,2022-04-19,9663000,9986000,10515000,2022-07-25,0,IA-S06-02-03,2022-08-09,2022-09-03,2023-01-28,2023-02-16,COMPLETION,COMPLETED,100.0,10364000,10364000,SYNTHETIC_V2,True
W-000619,MP-S01-02,Andhra Pradesh,Andhra Pradesh Demo Constituency 2,Andhra Pradesh Demo District 2,Demo Block 4,Demo Village 29,Others,public sanitation block,"Construction and improvement of public sanitation block at Demo Village 29, Demo Block 4",15.250004,79.878623,SYNTHETIC_PROTOTYPE_COORDINATE,2022-04-30,4570000,4434000,4244000,2022-06-13,0,IA-S01-02-03,2022-07-27,2022-09-05,2023-11-27,2023-11-19,COMPLETION,COMPLETED,100.0,4005000,4005000,SYNTHETIC_V2,True
W-000620,MP-S02-02,Karnataka,Karnataka Demo Constituency 2,Karnataka Demo District 2,Demo Block 5,Demo Village 36,Community Infrastructure,sports facility,"Construction and improvement of sports facility at Demo Village 36, Demo Block 5",15.261084,75.519168,SYNTHETIC_PROTOTYPE_COORDINATE,2022-05-11,1156000,1091000,,,0,IA-S02-02-03,,,,,PRE_SANCTION,RECOMMENDED,0.0,0,,SYNTHETIC_V2,True
W-000621,MP-S03-02,Maharashtra,Maharashtra Demo Constituency 2,Maharashtra Demo District 2,Demo Block 1,Demo Village 2,Health,primary health centre,"Construction and improvement of primary health centre at Demo Village 2, Demo Block 1",19.374082,74.831052,SYNTHETIC_PROTOTYPE_COORDINATE,2022-05-22,6090000,6142000,,,0,IA-S03-02-03,,,,,PRE_SANCTION,RECOMMENDED,0.0,0,,SYNTHETIC_V2,True
W-000622,MP-S04-02,Odisha,Odisha Demo Constituency 2,Odisha Demo District 2,Demo Block 2,Demo Village 9,Drinking Water,community water tank,"Construction and improvement of community water tank at Demo Village 9, Demo Block 2",20.489123,84.242141,SYNTHETIC_PROTOTYPE_COORDINATE,2022-06-02,6579000,7004000,7323000,2022-09-15,0,IA-S04-02-03,2022-10-23,2022-11-19,2027-03-23,,EXECUTION,ONGOING,84.2,5152000,,SYNTHETIC_V2,True
W-000623,MP-S05-02,Rajasthan,Rajasthan Demo Constituency 2,Rajasthan Demo District 2,Demo Block 3,Demo Village 16,Education,library building,"Construction and improvement of library building at Demo Village 16, Demo Block 3",26.6025,73.653305,SYNTHETIC_PROTOTYPE_COORDINATE,2022-06-13,3839000,3765000,3914000,2022-09-27,0,IA-S05-02-03,2022-11-20,2022-12-29,2026-02-13,,EXECUTION,ONGOING,90.7,4038000,,SYNTHETIC_V2,True
W-000624,MP-S06-02,Tamil Nadu,Tamil Nadu Demo Constituency 2,Tamil Nadu Demo District 2,Demo Block 4,Demo Village 23,Roads,rural road,"Construction and improvement of rural road at Demo Village 23, Demo Block 4",11.111744,78.566678,SYNTHETIC_PROTOTYPE_COORDINATE,2022-06-24,10335000,10984000,10617000,2022-09-01,0,IA-S06-02-03,2022-09-23,2022-10-06,2026-12-31,,EXECUTION,ONGOING,76.0,6812000,,SYNTHETIC_V2,True
W-000625,MP-S01-03,Andhra Pradesh,Andhra Pradesh Demo Constituency 3,Andhra Pradesh Demo District 2,Demo Block 5,Demo Village 30,Others,public sanitation block,"Construction and improvement of public sanitation block at Demo Village 30, Demo Block 5",15.323984,79.579056,SYNTHETIC_PROTOTYPE_COORDINATE,2022-07-05,818000,843000,751000,2022-08-14,0,IA-S01-02-03,2022-10-08,2022-10-19,2026-11-14,,EXECUTION,ONGOING,89.4,623000,,SYNTHETIC_V2,True
W-000626,MP-S02-03,Karnataka,Karnataka Demo Constituency 3,Karnataka Demo District 2,Demo Block 1,Demo Village 37,Community Infrastructure,sports facility,"Construction and improvement of sports facility at Demo Village 37, Demo Block 1",15.334816,75.592341,SYNTHETIC_PROTOTYPE_COORDINATE,2022-07-16,8205000,8087000,8313000,2022-08-23,0,IA-S02-02-03,2022-10-06,2022-10-27,2027-02-13,,EXECUTION,ONGOING,92,8578000,,SYNTHETIC_V2,True
W-000627,MP-S03-03,Maharashtra,Maharashtra Demo Constituency 3,Maharashtra Demo District 2,Demo Block 2,Demo Village 3,Health,primary health centre,"Construction and improvement of primary health centre at Demo Village 3, Demo Block 2",19.446409,74.904429,SYNTHETIC_PROTOTYPE_COORDINATE,2022-07-27,2735000,2809000,2790000,2022-09-25,0,IA-S03-02-03,2022-11-08,2022-11-17,2023-11-23,,EXECUTION,ONGOING,81.3,2163000,,SYNTHETIC_V2,True
W-000628,MP-S04-03,Odisha,Odisha Demo Constituency 3,Odisha Demo District 2,Demo Block 3,Demo Village 10,Drinking Water,community water tank,"Construction and improvement of community water tank at Demo Village 10, Demo Block 3",20.557799,84.313262,SYNTHETIC_PROTOTYPE_COORDINATE,2022-08-07,1425000,1444000,1429000,2022-10-04,1,IA-S04-02-03,2022-11-07,2022-11-16,2027-01-11,,EXECUTION,ONGOING,92,1507000,,SYNTHETIC_V2,True
W-000629,MP-S05-03,Rajasthan,Rajasthan Demo Constituency 3,Rajasthan Demo District 2,Demo Block 4,Demo Village 17,Drinking Water,borewell system,"Construction and improvement of borewell system at Demo Village 17, Demo Block 4",26.671391,73.726075,SYNTHETIC_PROTOTYPE_COORDINATE,2022-08-18,7122000,7389000,6722000,2022-11-03,0,IA-S05-02-03,2022-12-08,2022-12-31,2023-08-04,2023-07-21,COMPLETION,COMPLETED,100.0,5850000,5850000,SYNTHETIC_V2,True
W-000630,MP-S06-03,Tamil Nadu,Tamil Nadu Demo Constituency 3,Tamil Nadu Demo District 2,Demo Block 5,Demo Village 24,Education,school classroom,"Construction and improvement of school classroom at Demo Village 24, Demo Block 5",11.184314,78.63755,SYNTHETIC_PROTOTYPE_COORDINATE,2022-08-29,4087000,3832000,3433000,2022-10-16,0,IA-S06-02-03,2022-11-28,2022-12-06,2023-09-22,2023-12-05,COMPLETION,COMPLETED,100.0,4131000,4131000,SYNTHETIC_V2,True
W-000631,MP-S01-01,Andhra Pradesh,Andhra Pradesh Demo Constituency 1,Andhra Pradesh Demo District 3,Demo Block 1,Demo Village 31,Roads,approach road,"Construction and improvement of approach road at Demo Village 31, Demo Block 1",15.395873,79.651658,SYNTHETIC_PROTOTYPE_COORDINATE,2022-09-09,6927000,6906000,6131000,2022-11-21,1,IA-S01-03-03,2022-12-20,2022-12-20,2023-07-12,2023-08-21,COMPLETION,COMPLETED,100.0,6623000,6623000,SYNTHETIC_V2,True
W-000632,MP-S02-01,Karnataka,Karnataka Demo Constituency 1,Karnataka Demo District 3,Demo Block 2,Demo Village 38,Others,drainage improvement,"Construction and improvement of drainage improvement at Demo Village 38, Demo Block 2",15.40947,75.666878,SYNTHETIC_PROTOTYPE_COORDINATE,2022-09-20,4143000,4156000,4108000,2022-11-05,0,IA-S02-03-03,2022-11-24,2022-12-15,2024-03-06,2024-05-09,COMPLETION,COMPLETED,100.0,4658000,4658000,SYNTHETIC_V2,True
W-000633,MP-S03-01,Maharashtra,Maharashtra Demo Constituency 1,Maharashtra Demo District 3,Demo Block 3,Demo Village 4,Community Infrastructure,community hall,"Construction and improvement of community hall at Demo Village 4, Demo Block 3",19.522046,74.975393,SYNTHETIC_PROTOTYPE_COORDINATE,2022-10-01,7124000,7255000,6576000,2022-10-23,0,IA-S03-03-03,2022-12-05,2023-01-02,2023-11-24,2024-01-21,COMPLETION,COMPLETED,100.0,6401000,6401000,SYNTHETIC_V2,True
W-000634,MP-S04-01,Odisha,Odisha Demo Constituency 1,Odisha Demo District 3,Demo Block 4,Demo Village 11,Health,diagnostic room,"Construction and improvement of diagnostic room at Demo Village 11, Demo Block 4",20.632348,84.387061,SYNTHETIC_PROTOTYPE_COORDINATE,2022-10-12,646000,666000,679000,2022-11-14,0,IA-S04-03-03,2022-12-29,2022-12-28,2023-11-16,2024-01-25,COMPLETION,COMPLETED,100.0,609000,609000,SYNTHETIC_V2,True
W-000635,MP-S05-01,Rajasthan,Rajasthan Demo Constituency 1,Rajasthan Demo District 3,Demo Block 5,Demo Village 18,Drinking Water,borewell system,"Construction and improvement of borewell system at Demo Village 18, Demo Block 5",26.746516,73.801194,SYNTHETIC_PROTOTYPE_COORDINATE,2022-10-23,6212000,6017000,5845000,2022-12-07,0,IA-S05-03-03,2023-02-04,2023-02-12,2023-09-06,2023-11-06,COMPLETION,COMPLETED,100.0,6767000,6767000,SYNTHETIC_V2,True
W-000636,MP-S06-01,Tamil Nadu,Tamil Nadu Demo Constituency 1,Tamil Nadu Demo District 3,Demo Block 1,Demo Village 25,Education,school classroom,"Construction and improvement of school classroom at Demo Village 25, Demo Block 1",11.25494,78.709658,SYNTHETIC_PROTOTYPE_COORDINATE,2022-11-03,9951000,10576000,10170000,2022-12-17,0,IA-S06-03-03,2023-02-06,2023-02-20,2023-07-16,2023-09-21,COMPLETION,COMPLETED,100.0,13405000,13405000,SYNTHETIC_V2,True
W-000637,MP-S01-02,Andhra Pradesh,Andhra Pradesh Demo Constituency 2,Andhra Pradesh Demo District 3,Demo Block 2,Demo Village 32,Roads,approach road,"Construction and improvement of approach road at Demo Village 32, Demo Block 2",15.467459,79.726268,SYNTHETIC_PROTOTYPE_COORDINATE,2022-11-14,775000,784000,716000,2022-12-25,0,IA-S01-03-03,2023-02-12,2023-02-18,2024-01-30,2024-01-16,COMPLETION,COMPLETED,100.0,664000,664000,SYNTHETIC_V2,True
W-000638,MP-S02-02,Karnataka,Karnataka Demo Constituency 2,Karnataka Demo District 3,Demo Block 3,Demo Village 39,Others,drainage improvement,"Construction and improvement of drainage improvement at Demo Village 39, Demo Block 3",15.132614,75.735155,SYNTHETIC_PROTOTYPE_COORDINATE,2022-11-25,2019000,2173000,2147000,2023-01-06,0,IA-S02-03-03,2023-01-28,2023-02-26,2023-12-18,2023-11-18,COMPLETION,COMPLETED,100.0,1969000,1969000,SYNTHETIC_V2,True
W-000639,MP-S03-02,Maharashtra,Maharashtra Demo Constituency 2,Maharashtra Demo District 3,Demo Block 4,Demo Village 5,Community Infrastructure,community hall,"Construction and improvement of community hall at Demo Village 5, Demo Block 4",19.242579,75.050508,SYNTHETIC_PROTOTYPE_COORDINATE,2022-12-06,11854000,10996000,10447000,2023-01-02,0,IA-S03-03-03,2023-01-30,2023-02-15,2024-03-02,2024-03-21,COMPLETION,COMPLETED,100.0,10211000,10211000,SYNTHETIC_V2,True
W-000640,MP-S04-02,Odisha,Odisha Demo Constituency 2,Odisha Demo District 3,Demo Block 5,Demo Village 12,Health,diagnostic room,"Construction and improvement of diagnostic room at Demo Village 12, Demo Block 5",20.354076,84.461395,SYNTHETIC_PROTOTYPE_COORDINATE,2022-12-17,5387000,5268000,,,0,IA-S04-03-03,,,,,PRE_SANCTION,RECOMMENDED,0.0,0,,SYNTHETIC_V2,True
W-000641,MP-S05-02,Rajasthan,Rajasthan Demo Constituency 2,Rajasthan Demo District 3,Demo Block 1,Demo Village 19,Drinking Water,borewell system,"Construction and improvement of borewell system at Demo Village 19, Demo Block 1",26.467999,73.87202,SYNTHETIC_PROTOTYPE_COORDINATE,2022-12-28,7628000,7208000,,,0,IA-S05-03-03,,,,,PRE_SANCTION,RECOMMENDED,0.0,0,,SYNTHETIC_V2,True
W-000642,MP-S06-02,Tamil Nadu,Tamil Nadu Demo Constituency 2,Tamil Nadu Demo District 3,Demo Block 2,Demo Village 26,Education,school classroom,"Construction and improvement of school classroom at Demo Village 26, Demo Block 2",10.982593,78.785678,SYNTHETIC_PROTOTYPE_COORDINATE,2023-01-08,1552000,1576000,1497000,2023-04-10,0,IA-S06-03-03,2023-05-16,2023-05-25,2027-03-05,,EXECUTION,ONGOING,92,1324000,,SYNTHETIC_V2,True
W-000643,MP-S01-03,Andhra Pradesh,Andhra Pradesh Demo Constituency 3,Andhra Pradesh Demo District 3,Demo Block 3,Demo Village 33,Roads,approach road,"Construction and improvement of approach road at Demo Village 33, Demo Block 3",15.19403,79.795418,SYNTHETIC_PROTOTYPE_COORDINATE,2023-01-19,3400000,3598000,3341000,2023-03-28,0,IA-S01-03-03,2023-05-22,2023-05-19,2027-02-25,,EXECUTION,ONGOING,80.9,3302000,,SYNTHETIC_V2,True
W-000644,MP-S02-03,Karnataka,Karnataka Demo Constituency 3,Karnataka Demo District 3,Demo Block 4,Demo Village 40,Others,drainage improvement,"Construction and improvement of drainage improvement at Demo Village 40, Demo Block 4",15.206072,75.806018,SYNTHETIC_PROTOTYPE_COORDINATE,2023-01-30,10537000,10956000,11010000,2023-04-26,0,IA-S02-03-03,2023-06-17,2023-06-16,2027-03-24,,EXECUTION,ONGOING,71.0,9294000,,SYNTHETIC_V2,True
W-000645,MP-S03-03,Maharashtra,Maharashtra Demo Constituency 3,Maharashtra Demo District 3,Demo Block 5,Demo Village 6,Community Infrastructure,community hall,"Construction and improvement of community hall at Demo Village 6, Demo Block 5",19.317674,75.120789,SYNTHETIC_PROTOTYPE_COORDINATE,2023-02-10,8332000,8995000,9354000,2023-05-01,0,IA-S03-03-03,2023-06-11,2023-06-13,2026-10-14,,EXECUTION,ONGOING,92,10002000,,SYNTHETIC_V2,True
W-000646,MP-S04-03,Odisha,Odisha Demo Constituency 3,Odisha Demo District 3,Demo Block 1,Demo Village 13,Community Infrastructure,public shelter,"Construction and improvement of public shelter at Demo Village 13, Demo Block 1",20.425241,84.530319,SYNTHETIC_PROTOTYPE_COORDINATE,2023-02-21,1339000,1371000,1402000,2023-03-26,0,IA-S04-03-03,2023-05-03,2023-04-28,2026-11-05,,EXECUTION,ONGOING,87.7,1341000,,SYNTHETIC_V2,True
W-000647,MP-S05-03,Rajasthan,Rajasthan Demo Constituency 3,Rajasthan Demo District 3,Demo Block 2,Demo Village 20,Health,community clinic,"Construction and improvement of community clinic at Demo Village 20, Demo Block 2",26.537465,73.943152,SYNTHETIC_PROTOTYPE_COORDINATE,2023-03-04,5969000,5783000,6153000,2023-04-27,0,IA-S05-03-03,2023-06-01,2023-05-28,2026-12-24,,EXECUTION,ONGOING,92,5824000,,SYNTHETIC_V2,True
W-000648,MP-S06-03,Tamil Nadu,Tamil Nadu Demo Constituency 3,Tamil Nadu Demo District 3,Demo Block 3,Demo Village 27,Drinking Water,drinking water pipeline,"Construction and improvement of drinking water pipeline at Demo Village 27, Demo Block 3",11.054686,78.85658,SYNTHETIC_PROTOTYPE_COORDINATE,2023-03-15,4277000,4217000,4344000,2023-05-02,0,IA-S06-03-03,2023-05-30,2023-06-02,2026-10-25,,EXECUTION,ONGOING,84.1,3804000,,SYNTHETIC_V2,True
W-000649,MP-S01-01,Andhra Pradesh,Andhra Pradesh Demo Constituency 1,Andhra Pradesh Demo District 1,Demo Block 4,Demo Village 34,Education,college laboratory,"Construction and improvement of college laboratory at Demo Village 34, Demo Block 4",15.264311,79.869527,SYNTHETIC_PROTOTYPE_COORDINATE,2023-03-26,10393000,10749000,10383000,2023-06-18,0,IA-S01-01-01,2023-08-17,2023-09-19,2024-08-11,2024-12-07,COMPLETION,COMPLETED,100.0,9081000,9081000,SYNTHETIC_V2,True
W-000650,MP-S02-01,Karnataka,Karnataka Demo Constituency 1,Karnataka Demo District 1,Demo Block 5,Demo Village 41,Roads,culvert improvement,"Construction and improvement of culvert improvement at Demo Village 41, Demo Block 5",15.278812,75.877717,SYNTHETIC_PROTOTYPE_COORDINATE,2023-04-06,7517000,7902000,7778000,2023-06-06,0,IA-S02-01-01,2023-07-18,2023-08-05,2024-05-15,2024-06-07,COMPLETION,COMPLETED,100.0,9727000,9727000,SYNTHETIC_V2,True
W-000651,MP-S03-01,Maharashtra,Maharashtra Demo Constituency 1,Maharashtra Demo District 1,Demo Block 1,Demo Village 7,Others,solar street lighting,"Construction and improvement of solar street lighting at Demo Village 7, Demo Block 1",19.385864,74.821805,SYNTHETIC_PROTOTYPE_COORDINATE,2023-04-17,5710000,5471000,4926000,2023-05-13,0,IA-S03-01-01,2023-06-06,2023-06-08,2024-07-31,2024-07-28,COMPLETION,COMPLETED,100.0,4787000,4787000,SYNTHETIC_V2,True
W-000652,MP-S04-01,Odisha,Odisha Demo Constituency 1,Odisha Demo District 1,Demo Block 2,Demo Village 14,Community Infrastructure,public shelter,"Construction and improvement of public shelter at Demo Village 14, Demo Block 2",20.502072,84.234595,SYNTHETIC_PROTOTYPE_COORDINATE,2023-04-28,3574000,3805000,3659000,2023-05-18,0,IA-S04-01-01,2023-06-19,2023-07-11,2024-08-02,2024-12-13,COMPLETION,COMPLETED,100.0,3438000,3438000,SYNTHETIC_V2,True
W-000653,MP-S05-01,Rajasthan,Rajasthan Demo Constituency 1,Rajasthan Demo District 1,Demo Block 3,Demo Village 21,Health,community clinic,"Construction and improvement of community clinic at Demo Village 21, Demo Block 3",26.612072,73.641052,SYNTHETIC_PROTOTYPE_COORDINATE,2023-05-09,6576000,6556000,6816000,2023-07-07,0,IA-S05-01-01,2023-07-29,2023-08-25,2024-05-19,2024-09-19,COMPLETION,COMPLETED,100.0,6449000,6449000,SYNTHETIC_V2,True
W-000654,MP-S06-01,Tamil Nadu,Tamil Nadu Demo Constituency 1,Tamil Nadu Demo District 1,Demo Block 4,Demo Village 28,Drinking Water,drinking water pipeline,"Construction and improvement of drinking water pipeline at Demo Village 28, Demo Block 4",11.126823,78.556173,SYNTHETIC_PROTOTYPE_COORDINATE,2023-05-20,2488000,2442000,2224000,2023-08-16,0,IA-S06-01-01,2023-10-08,2023-10-16,2024-05-21,2024-05-29,COMPLETION,COMPLETED,100.0,2658000,2658000,SYNTHETIC_V2,True
W-000655,MP-S01-02,Andhra Pradesh,Andhra Pradesh Demo Constituency 2,Andhra Pradesh Demo District 1,Demo Block 5,Demo Village 35,Education,college laboratory,"Construction and improvement of college laboratory at Demo Village 35, Demo Block 5",15.334841,79.566326,SYNTHETIC_PROTOTYPE_COORDINATE,2023-05-31,1527000,1602000,1572000,2023-08-04,0,IA-S01-01-01,2023-09-27,2023-10-27,2025-01-19,2025-02-13,COMPLETION,COMPLETED,100.0,1524000,1524000,SYNTHETIC_V2,True
W-000656,MP-S02-02,Karnataka,Karnataka Demo Constituency 2,Karnataka Demo District 1,Demo Block 1,Demo Village 1,Roads,culvert improvement,"Construction and improvement of culvert improvement at Demo Village 1, Demo Block 1",15.346461,75.582099,SYNTHETIC_PROTOTYPE_COORDINATE,2023-06-11,3755000,3517000,3419000,2023-09-09,0,IA-S02-01-01,2023-10-16,2023-10-12,2025-01-01,2024-12-20,COMPLETION,COMPLETED,100.0,4037000,4037000,SYNTHETIC_V2,True
W-000657,MP-S03-02,Maharashtra,Maharashtra Demo Constituency 2,Maharashtra Demo District 1,Demo Block 2,Demo Village 8,Others,solar street lighting,"Construction and improvement of solar street lighting at Demo Village 8, Demo Block 2",19.457166,74.891953,SYNTHETIC_PROTOTYPE_COORDINATE,2023-06-22,1918000,1849000,1662000,2023-07-12,1,IA-S03-01-01,2023-09-01,2023-09-14,2024-08-19,2024-08-02,COMPLETION,COMPLETED,100.0,2043000,2043000,SYNTHETIC_V2,True
W-000658,MP-S04-02,Odisha,Odisha Demo Constituency 2,Odisha Demo District 1,Demo Block 3,Demo Village 15,Community Infrastructure,public shelter,"Construction and improvement of public shelter at Demo Village 15, Demo Block 3",20.57189,84.301327,SYNTHETIC_PROTOTYPE_COORDINATE,2023-07-03,5606000,6073000,5744000,2023-08-27,0,IA-S04-01-01,2023-10-09,2023-11-06,2024-07-07,2024-07-29,COMPLETION,COMPLETED,100.0,4872000,4872000,SYNTHETIC_V2,True
W-000659,MP-S05-02,Rajasthan,Rajasthan Demo Constituency 2,Rajasthan Demo District 1,Demo Block 4,Demo Village 22,Health,community clinic,"Construction and improvement of community clinic at Demo Village 22, Demo Block 4",26.686342,73.714008,SYNTHETIC_PROTOTYPE_COORDINATE,2023-07-14,10530000,10065000,9828000,2023-09-15,0,IA-S05-01-01,2023-11-18,2023-12-09,2024-11-18,2024-11-16,COMPLETION,COMPLETED,100.0,8783000,8783000,SYNTHETIC_V2,True
W-000660,MP-S06-02,Tamil Nadu,Tamil Nadu Demo Constituency 2,Tamil Nadu Demo District 1,Demo Block 5,Demo Village 29,Drinking Water,drinking water pipeline,"Construction and improvement of drinking water pipeline at Demo Village 29, Demo Block 5",11.196484,78.625211,SYNTHETIC_PROTOTYPE_COORDINATE,2023-07-25,8880000,9504000,,,0,IA-S06-01-01,,,,,PRE_SANCTION,RECOMMENDED,0.0,0,,SYNTHETIC_V2,True
W-000661,MP-S01-03,Andhra Pradesh,Andhra Pradesh Demo Constituency 3,Andhra Pradesh Demo District 1,Demo Block 1,Demo Village 36,Education,college laboratory,"Construction and improvement of college laboratory at Demo Village 36, Demo Block 1",15.406006,79.640193,SYNTHETIC_PROTOTYPE_COORDINATE,2023-08-05,2754000,2845000,,,0,IA-S01-01-01,,,,,PRE_SANCTION,RECOMMENDED,0.0,0,,SYNTHETIC_V2,True
W-000662,MP-S02-03,Karnataka,Karnataka Demo Constituency 3,Karnataka Demo District 1,Demo Block 2,Demo Village 2,Roads,culvert improvement,"Construction and improvement of culvert improvement at Demo Village 2, Demo Block 2",15.418325,75.649888,SYNTHETIC_PROTOTYPE_COORDINATE,2023-08-16,1163000,1112000,980000,2023-10-29,0,IA-S02-01-01,2023-12-17,2023-12-29,2024-05-21,,EXECUTION,ONGOING,77.7,712000,,SYNTHETIC_V2,True
W-000663,MP-S03-03,Maharashtra,Maharashtra Demo Constituency 3,Maharashtra Demo District 1,Demo Block 3,Demo Village 9,Roads,rural road,"Construction and improvement of rural road at Demo Village 9, Demo Block 3",19.530244,74.966151,SYNTHETIC_PROTOTYPE_COORDINATE,2023-08-27,8307000,8470000,9054000,2023-11-25,0,IA-S03-01-01,2024-01-13,2024-02-01,2027-03-23,,EXECUTION,ONGOING,86.3,6958000,,SYNTHETIC_V2,True
W-000664,MP-S04-03,Odisha,Odisha Demo Constituency 3,Odisha Demo District 1,Demo Block 4,Demo Village 16,Others,public sanitation block,"Construction and improvement of public sanitation block at Demo Village 16, Demo Block 4",20.644455,84.377434,SYNTHETIC_PROTOTYPE_COORDINATE,2023-09-07,10241000,10510000,10339000,2023-11-29,0,IA-S04-01-01,2024-01-27,2024-02-21,2026-11-17,,EXECUTION,ONGOING,92,10200000,,SYNTHETIC_V2,True
W-000665,MP-S05-03,Rajasthan,Rajasthan Demo Constituency 3,Rajasthan Demo District 1,Demo Block 5,Demo Village 23,Community Infrastructure,sports facility,"Construction and improvement of sports facility at Demo Village 23, Demo Block 5",26.753983,73.785348,SYNTHETIC_PROTOTYPE_COORDINATE,2023-09-18,6811000,7290000,7403000,2023-10-18,0,IA-S05-01-01,2023-12-19,2024-01-22,2026-10-29,,EXECUTION,ONGOING,84.0,7078000,,SYNTHETIC_V2,True
W-000666,MP-S06-03,Tamil Nadu,Tamil Nadu Demo Constituency 3,Tamil Nadu Demo District 1,Demo Block 1,Demo Village 30,Health,primary health centre,"Construction and improvement of primary health centre at Demo Village 30, Demo Block 1",11.268949,78.700927,SYNTHETIC_PROTOTYPE_COORDINATE,2023-09-29,10512000,11098000,10296000,2024-01-08,0,IA-S06-01-01,2024-01-28,2024-02-19,2027-02-06,,EXECUTION,ONGOING,92,8451000,,SYNTHETIC_V2,True
W-000667,MP-S01-01,Andhra Pradesh,Andhra Pradesh Demo Constituency 1,Andhra Pradesh Demo District 2,Demo Block 2,Demo Village 37,Drinking Water,community water tank,"Construction and improvement of community water tank at Demo Village 37, Demo Block 2",15.129747,79.71188,SYNTHETIC_PROTOTYPE_COORDINATE,2023-10-10,3293000,3114000,2803000,2023-12-07,0,IA-S01-02-01,2024-02-03,2024-02-02,2025-03-29,,EXECUTION,ONGOING,87.3,2838000,,SYNTHETIC_V2,True
W-000668,MP-S02-01,Karnataka,Karnataka Demo Constituency 1,Karnataka Demo District 2,Demo Block 3,Demo Village 3,Education,library building,"Construction and improvement of library building at Demo Village 3, Demo Block 3",15.142593,75.726526,SYNTHETIC_PROTOTYPE_COORDINATE,2023-10-21,8489000,8962000,8436000,2023-12-06,0,IA-S02-02-01,2024-01-29,2024-02-08,2025-06-04,,EXECUTION,ONGOING,92,7755000,,SYNTHETIC_V2,True
W-000669,MP-S03-01,Maharashtra,Maharashtra Demo Constituency 1,Maharashtra Demo District 2,Demo Block 4,Demo Village 10,Roads,rural road,"Construction and improvement of rural road at Demo Village 10, Demo Block 4",19.258817,75.03421,SYNTHETIC_PROTOTYPE_COORDINATE,2023-11-01,2401000,2355000,2293000,2023-12-23,0,IA-S03-02-01,2024-01-25,2024-02-13,2025-03-18,2025-03-18,COMPLETION,COMPLETED,100.0,2052000,2052000,SYNTHETIC_V2,True
