work_id,lifecycle_stage,family,family_score_0_100,family_weight_pct,contribution_points,source_artifact,evidence_code,evidence_summary,data_available,applicable
W-000088,COMPLETION,COMPLIANCE,80.0,40,32.0,data/processed/compliance_evidence.csv,MPLADS-11.2-COMPLETION-UC,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,True,True
W-000088,COMPLETION,OPERATIONAL_TREND_CONTEXT,69.52554744525547,10,6.952555,data/processed/work_trend_context.csv,OPERATIONAL_TREND_DEVIATION,state_name=Odisha|district=Odisha Demo District 1|sector=Education context; strongest metric progress_report_count; signed robust z 15.514.,True,True
W-000089,EXECUTION,ANOMALY,89.125,10,8.9125,data/processed/anomaly_scores.csv,LIFECYCLE_ANOMALY_PERCENTILE,Within-lifecycle statistical unusualness percentile 89.125; not a probability.,True,True
W-000089,EXECUTION,PEER_DEVIATION,47.633136094674555,10,4.763314,data/processed/peer_benchmark_summary.csv,STATISTICAL_PEER_OUTLIER,2 peer-outlier metric(s); strongest days_since_last_payment_as_of has absolute robust deviation 8.217.,True,True
W-000089,EXECUTION,DUPLICATE_REVIEW,0.0,15,0.0,data/processed/duplicate_summary.csv,NO_DUPLICATE_REVIEW_CANDIDATE,No corroborated Day-4.1 duplicate review candidate.,True,True
W-000089,EXECUTION,PAYMENT_EXECUTION,60.0,25,15.0,data/processed/payment_irregularities.csv;data/processed/fund_progress_evidence.csv,PERSISTENT_FUND_PROGRESS_REVIEW,Capped payment/execution family: payment severity score 60.0; positive fund-progress score 39.655; persistence boost 10 points.,True,True
W-000089,EXECUTION,OBSERVED_CONDITIONS,81.73431734317343,20,16.346863,data/processed/project_features.csv;data/processed/predictive_scores.csv,OBSERVED_OVERDUE,"Observed overdue=True (days=583.0, score=81.734); observed over sanction=False (overrun_pct=0.0, score=0.000).",True,True
W-000089,EXECUTION,COMPLIANCE,60.0,10,6.0,data/processed/compliance_evidence.csv,MPLADS-3.2.12-COMPLETION-LIMIT,Strongest actionable compliance result REVIEW/WARNING under rule MPLADS-3.2.12-COMPLETION-LIMIT.,True,True
W-000089,EXECUTION,COST_OVERRUN_PREDICTION,47.25,5,2.3625,data/processed/predictive_scores.csv,RAW_XGBOOST_SECONDARY_EARLY_WARNING,Weak secondary raw-XGBoost serving percentile 47.250; calibrated output excluded.,True,True
W-000089,EXECUTION,OPERATIONAL_TREND_CONTEXT,66.05839416058394,5,3.30292,data/processed/work_trend_context.csv,OPERATIONAL_TREND_DEVIATION,state_name=Rajasthan|district=Rajasthan Demo District 4|sector=Sanitation context; strongest metric progress_report_count; signed robust z 14.502.,True,True
W-000090,COMPLETION,ANOMALY,98.3921161825726,8,7.871369,data/processed/anomaly_scores.csv,LIFECYCLE_ANOMALY_PERCENTILE,Within-lifecycle statistical unusualness percentile 98.392; not a probability.,True,True
W-000090,COMPLETION,PEER_DEVIATION,98.43342036553526,7,6.890339,data/processed/peer_benchmark_summary.csv,STATISTICAL_PEER_OUTLIER,4 peer-outlier metric(s); strongest financial_overrun_pct_as_of has absolute robust deviation 29.934.,True,True
W-000090,COMPLETION,DUPLICATE_REVIEW,0.0,15,0.0,data/processed/duplicate_summary.csv,NO_DUPLICATE_REVIEW_CANDIDATE,No corroborated Day-4.1 duplicate review candidate.,True,True
W-000090,COMPLETION,PAYMENT_EXECUTION,100.0,20,20.0,data/processed/payment_irregularities.csv;data/processed/fund_progress_evidence.csv,PERSISTENT_FUND_PROGRESS_REVIEW,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 100.000; persistence boost 10 points.,True,True
W-000090,COMPLETION,COMPLIANCE,80.0,40,32.0,data/processed/compliance_evidence.csv,MPLADS-11.2-COMPLETION-UC,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,True,True
W-000090,COMPLETION,OPERATIONAL_TREND_CONTEXT,90.51094890510949,10,9.051095,data/processed/work_trend_context.csv,OPERATIONAL_TREND_DEVIATION,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 3 context; strongest metric progress_report_count; signed robust z 29.172.,True,True
W-000091,COMPLETION,ANOMALY,68.67219917012449,8,5.493776,data/processed/anomaly_scores.csv,LIFECYCLE_ANOMALY_PERCENTILE,Within-lifecycle statistical unusualness percentile 68.672; not a probability.,True,True
W-000091,COMPLETION,PEER_DEVIATION,51.697127937336816,7,3.618799,data/processed/peer_benchmark_summary.csv,STATISTICAL_PEER_OUTLIER,1 peer-outlier metric(s); strongest financial_overrun_pct_as_of has absolute robust deviation 5.867.,True,True
W-000091,COMPLETION,DUPLICATE_REVIEW,0.0,15,0.0,data/processed/duplicate_summary.csv,NO_DUPLICATE_REVIEW_CANDIDATE,No corroborated Day-4.1 duplicate review candidate.,True,True
W-000091,COMPLETION,PAYMENT_EXECUTION,77.26472579553149,20,15.452945,data/processed/payment_irregularities.csv;data/processed/fund_progress_evidence.csv,PERSISTENT_FUND_PROGRESS_REVIEW,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 77.265; persistence boost 10 points.,True,True
W-000091,COMPLETION,COMPLIANCE,80.0,40,32.0,data/processed/compliance_evidence.csv,MPLADS-11.2-COMPLETION-UC,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,True,True
W-000091,COMPLETION,OPERATIONAL_TREND_CONTEXT,69.52554744525547,10,6.952555,data/processed/work_trend_context.csv,OPERATIONAL_TREND_DEVIATION,state_name=Rajasthan|district=Rajasthan Demo District 1|sector=Sanitation context; strongest metric progress_report_count; signed robust z 15.514.,True,True
W-000092,COMPLETION,ANOMALY,82.78008298755186,8,6.622407,data/processed/anomaly_scores.csv,LIFECYCLE_ANOMALY_PERCENTILE,Within-lifecycle statistical unusualness percentile 82.780; not a probability.,True,True
W-000092,COMPLETION,PEER_DEVIATION,67.36292428198433,7,4.715405,data/processed/peer_benchmark_summary.csv,STATISTICAL_PEER_OUTLIER,1 peer-outlier metric(s); strongest financial_overrun_pct_as_of has absolute robust deviation 7.241.,True,True
W-000092,COMPLETION,DUPLICATE_REVIEW,0.0,15,0.0,data/processed/duplicate_summary.csv,NO_DUPLICATE_REVIEW_CANDIDATE,No corroborated Day-4.1 duplicate review candidate.,True,True
W-000092,COMPLETION,PAYMENT_EXECUTION,91.3337846987136,20,18.266757,data/processed/payment_irregularities.csv;data/processed/fund_progress_evidence.csv,FUND_PROGRESS_REVIEW,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 91.334; persistence boost 0 points.,True,True
W-000092,COMPLETION,COMPLIANCE,80.0,40,32.0,data/processed/compliance_evidence.csv,MPLADS-11.2-COMPLETION-UC,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,True,True
W-000092,COMPLETION,OPERATIONAL_TREND_CONTEXT,72.44525547445255,10,7.244526,data/processed/work_trend_context.csv,OPERATIONAL_TREND_DEVIATION,state_name=Odisha|district=Odisha Demo District 1|sector=Roads & Bridges context; strongest metric progress_report_count; signed robust z 16.863.,True,True
W-000093,COMPLETION,ANOMALY,9.854771784232366,8,0.788382,data/processed/anomaly_scores.csv,LIFECYCLE_ANOMALY_PERCENTILE,Within-lifecycle statistical unusualness percentile 9.855; not a probability.,True,True
W-000093,COMPLETION,PEER_DEVIATION,0.0,7,0.0,data/processed/peer_benchmark_summary.csv,NO_STATISTICAL_PEER_OUTLIER,No metric met the statistical peer-outlier evidence heuristic.,True,True
W-000093,COMPLETION,DUPLICATE_REVIEW,0.0,15,0.0,data/processed/duplicate_summary.csv,NO_DUPLICATE_REVIEW_CANDIDATE,No corroborated Day-4.1 duplicate review candidate.,True,True
W-000093,COMPLETION,PAYMENT_EXECUTION,60.0,20,12.0,data/processed/payment_irregularities.csv;data/processed/fund_progress_evidence.csv,PERSISTENT_FUND_PROGRESS_REVIEW,Capped payment/execution family: payment severity score 60.0; positive fund-progress score 57.732; persistence boost 10 points.,True,True
W-000093,COMPLETION,COMPLIANCE,80.0,40,32.0,data/processed/compliance_evidence.csv,MPLADS-11.2-COMPLETION-UC,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,True,True
W-000093,COMPLETION,OPERATIONAL_TREND_CONTEXT,83.75912408759125,10,8.375912,data/processed/work_trend_context.csv,OPERATIONAL_TREND_DEVIATION,state_name=Karnataka|district=Karnataka Demo District 2|sector=Sanitation context; strongest metric progress_report_count; signed robust z 22.258.,True,True
W-000094,EXECUTION,ANOMALY,61.125,10,6.1125,data/processed/anomaly_scores.csv,LIFECYCLE_ANOMALY_PERCENTILE,Within-lifecycle statistical unusualness percentile 61.125; not a probability.,True,True
W-000094,EXECUTION,PEER_DEVIATION,46.44970414201183,10,4.64497,data/processed/peer_benchmark_summary.csv,STATISTICAL_PEER_OUTLIER,1 peer-outlier metric(s); strongest max_physical_progress_drop_pct_as_of has absolute robust deviation 8.094.,True,True
W-000094,EXECUTION,DUPLICATE_REVIEW,0.0,15,0.0,data/processed/duplicate_summary.csv,NO_DUPLICATE_REVIEW_CANDIDATE,No corroborated Day-4.1 duplicate review candidate.,True,True
W-000094,EXECUTION,PAYMENT_EXECUTION,0.0,25,0.0,data/processed/payment_irregularities.csv;data/processed/fund_progress_evidence.csv,NO_PAYMENT_EXECUTION_SIGNAL,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 0.000; persistence boost 0 points.,True,True
W-000094,EXECUTION,OBSERVED_CONDITIONS,0.0,20,0.0,data/processed/project_features.csv;data/processed/predictive_scores.csv,NO_OBSERVED_CONDITION,"Observed overdue=False (days=0.0, score=0.000); observed over sanction=False (overrun_pct=0.0, score=0.000).",True,True
W-000094,EXECUTION,COMPLIANCE,0.0,10,0.0,data/processed/compliance_evidence.csv,NO_ACTIONABLE_COMPLIANCE_RESULT,No REVIEW or deterministic NON_COMPLIANT compliance result.,True,True
W-000094,EXECUTION,COST_OVERRUN_PREDICTION,85.5,5,4.275,data/processed/predictive_scores.csv,RAW_XGBOOST_SECONDARY_EARLY_WARNING,Weak secondary raw-XGBoost serving percentile 85.500; calibrated output excluded.,True,True
W-000094,EXECUTION,OPERATIONAL_TREND_CONTEXT,94.16058394160584,5,4.708029,data/processed/work_trend_context.csv,OPERATIONAL_TREND_DEVIATION,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Renewable Energy context; strongest metric progress_report_count; signed robust z 33.050.,True,True
W-000095,EXECUTION,ANOMALY,95.75,10,9.575,data/processed/anomaly_scores.csv,LIFECYCLE_ANOMALY_PERCENTILE,Within-lifecycle statistical unusualness percentile 95.750; not a probability.,True,True
W-000095,EXECUTION,PEER_DEVIATION,42.60355029585799,10,4.260355,data/processed/peer_benchmark_summary.csv,STATISTICAL_PEER_OUTLIER,2 peer-outlier metric(s); strongest released_payment_total_inr_as_of has absolute robust deviation 7.623.,True,True
W-000095,EXECUTION,DUPLICATE_REVIEW,0.0,15,0.0,data/processed/duplicate_summary.csv,NO_DUPLICATE_REVIEW_CANDIDATE,No corroborated Day-4.1 duplicate review candidate.,True,True
W-000095,EXECUTION,PAYMENT_EXECUTION,95.24035206499661,25,23.810088,data/processed/payment_irregularities.csv;data/processed/fund_progress_evidence.csv,PERSISTENT_FUND_PROGRESS_REVIEW,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 95.240; persistence boost 10 points.,True,True
W-000095,EXECUTION,OBSERVED_CONDITIONS,78.94736842105263,20,15.789474,data/processed/project_features.csv;data/processed/predictive_scores.csv,OBSERVED_OVERDUE_AND_OVER_SANCTION,"Observed overdue=True (days=111.0, score=57.934); observed over sanction=True (overrun_pct=1.040943789035392, score=78.947).",True,True
W-000095,EXECUTION,COMPLIANCE,0.0,10,0.0,data/processed/compliance_evidence.csv,NO_ACTIONABLE_COMPLIANCE_RESULT,No REVIEW or deterministic NON_COMPLIANT compliance result.,True,True
W-000095,EXECUTION,COST_OVERRUN_PREDICTION,44.625,5,2.23125,data/processed/predictive_scores.csv,RAW_XGBOOST_SECONDARY_EARLY_WARNING,Weak secondary raw-XGBoost serving percentile 44.625; calibrated output excluded.,True,True
W-000095,EXECUTION,OPERATIONAL_TREND_CONTEXT,82.48175182481752,5,4.124088,data/processed/work_trend_context.csv,OPERATIONAL_TREND_DEVIATION,state_name=Odisha|district=Odisha Demo District 4 context; strongest metric progress_report_count; signed robust z 21.696.,True,True
W-000096,COMPLETION,ANOMALY,81.84647302904564,8,6.547718,data/processed/anomaly_scores.csv,LIFECYCLE_ANOMALY_PERCENTILE,Within-lifecycle statistical unusualness percentile 81.846; not a probability.,True,True
W-000096,COMPLETION,PEER_DEVIATION,0.0,7,0.0,data/processed/peer_benchmark_summary.csv,NO_STATISTICAL_PEER_OUTLIER,No metric met the statistical peer-outlier evidence heuristic.,True,True
W-000096,COMPLETION,DUPLICATE_REVIEW,0.0,15,0.0,data/processed/duplicate_summary.csv,NO_DUPLICATE_REVIEW_CANDIDATE,No corroborated Day-4.1 duplicate review candidate.,True,True
W-000096,COMPLETION,PAYMENT_EXECUTION,10.0,20,2.0,data/processed/payment_irregularities.csv;data/processed/fund_progress_evidence.csv,PERSISTENT_FUND_PROGRESS_REVIEW,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 10.000; persistence boost 10 points.,True,True
W-000096,COMPLETION,COMPLIANCE,80.0,40,32.0,data/processed/compliance_evidence.csv,MPLADS-11.2-COMPLETION-UC,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,True,True
W-000096,COMPLETION,OPERATIONAL_TREND_CONTEXT,75.91240875912408,10,7.591241,data/processed/work_trend_context.csv,OPERATIONAL_TREND_DEVIATION,state_name=Telangana|district=Telangana Demo District 2|sector=Education context; strongest metric progress_report_count; signed robust z 18.212.,True,True
W-000097,EXECUTION,ANOMALY,27.375,10,2.7375,data/processed/anomaly_scores.csv,LIFECYCLE_ANOMALY_PERCENTILE,Within-lifecycle statistical unusualness percentile 27.375; not a probability.,True,True
W-000097,EXECUTION,PEER_DEVIATION,0.0,10,0.0,data/processed/peer_benchmark_summary.csv,NO_STATISTICAL_PEER_OUTLIER,No metric met the statistical peer-outlier evidence heuristic.,True,True
W-000097,EXECUTION,DUPLICATE_REVIEW,0.0,15,0.0,data/processed/duplicate_summary.csv,NO_DUPLICATE_REVIEW_CANDIDATE,No corroborated Day-4.1 duplicate review candidate.,True,True
W-000097,EXECUTION,PAYMENT_EXECUTION,0.0,25,0.0,data/processed/payment_irregularities.csv;data/processed/fund_progress_evidence.csv,NO_PAYMENT_EXECUTION_SIGNAL,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 0.000; persistence boost 0 points.,True,True
W-000097,EXECUTION,OBSERVED_CONDITIONS,0.0,20,0.0,data/processed/project_features.csv;data/processed/predictive_scores.csv,NO_OBSERVED_CONDITION,"Observed overdue=False (days=0.0, score=0.000); observed over sanction=False (overrun_pct=0.0, score=0.000).",True,True
W-000097,EXECUTION,COMPLIANCE,60.0,10,6.0,data/processed/compliance_evidence.csv,MPLADS-3.2.12-COMPLETION-LIMIT,Strongest actionable compliance result REVIEW/WARNING under rule MPLADS-3.2.12-COMPLETION-LIMIT.,True,True
W-000097,EXECUTION,COST_OVERRUN_PREDICTION,31.875,5,1.59375,data/processed/predictive_scores.csv,RAW_XGBOOST_SECONDARY_EARLY_WARNING,Weak secondary raw-XGBoost serving percentile 31.875; calibrated output excluded.,True,True
W-000097,EXECUTION,OPERATIONAL_TREND_CONTEXT,47.08029197080292,5,2.354015,data/processed/work_trend_context.csv,OPERATIONAL_TREND_DEVIATION,state_name=Telangana|district=Telangana Demo District 4|sector=Health context; strongest metric progress_report_count; signed robust z 9.893.,True,True
W-000098,PRE_SANCTION,ANOMALY,46.84014869888476,30,14.052045,data/processed/anomaly_scores.csv,LIFECYCLE_ANOMALY_PERCENTILE,Within-lifecycle statistical unusualness percentile 46.840; not a probability.,True,True
W-000098,PRE_SANCTION,PEER_DEVIATION,0.0,25,0.0,data/processed/peer_benchmark_summary.csv,NO_STATISTICAL_PEER_OUTLIER,No metric met the statistical peer-outlier evidence heuristic.,True,True
W-000098,PRE_SANCTION,DUPLICATE_REVIEW,0.0,25,0.0,data/processed/duplicate_summary.csv,NO_DUPLICATE_REVIEW_CANDIDATE,No corroborated Day-4.1 duplicate review candidate.,True,True
W-000098,PRE_SANCTION,OPERATIONAL_TREND_CONTEXT,98.90510948905109,20,19.781022,data/processed/work_trend_context.csv,OPERATIONAL_TREND_DEVIATION,state_name=Maharashtra|district=Maharashtra Demo District 2 context; strongest metric progress_report_count; signed robust z 59.356.,True,True
W-000099,COMPLETION,ANOMALY,70.12448132780084,8,5.609959,data/processed/anomaly_scores.csv,LIFECYCLE_ANOMALY_PERCENTILE,Within-lifecycle statistical unusualness percentile 70.124; not a probability.,True,True
W-000099,COMPLETION,PEER_DEVIATION,0.0,7,0.0,data/processed/peer_benchmark_summary.csv,NO_STATISTICAL_PEER_OUTLIER,No metric met the statistical peer-outlier evidence heuristic.,True,True
W-000099,COMPLETION,DUPLICATE_REVIEW,0.0,15,0.0,data/processed/duplicate_summary.csv,NO_DUPLICATE_REVIEW_CANDIDATE,No corroborated Day-4.1 duplicate review candidate.,True,True
W-000099,COMPLETION,PAYMENT_EXECUTION,69.58023019634393,20,13.916046,data/processed/payment_irregularities.csv;data/processed/fund_progress_evidence.csv,PERSISTENT_FUND_PROGRESS_REVIEW,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 69.580; persistence boost 10 points.,True,True
W-000099,COMPLETION,COMPLIANCE,80.0,40,32.0,data/processed/compliance_evidence.csv,MPLADS-11.2-COMPLETION-UC,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,True,True
W-000099,COMPLETION,OPERATIONAL_TREND_CONTEXT,82.84671532846716,10,8.284672,data/processed/work_trend_context.csv,OPERATIONAL_TREND_DEVIATION,state_name=Rajasthan|district=Rajasthan Demo District 1 context; strongest metric progress_report_count; signed robust z 22.146.,True,True
W-000100,COMPLETION,ANOMALY,95.798755186722,8,7.6639,data/processed/anomaly_scores.csv,LIFECYCLE_ANOMALY_PERCENTILE,Within-lifecycle statistical unusualness percentile 95.799; not a probability.,True,True
W-000100,COMPLETION,PEER_DEVIATION,94.7780678851175,7,6.634465,data/processed/peer_benchmark_summary.csv,STATISTICAL_PEER_OUTLIER,2 peer-outlier metric(s); strongest sanction_to_estimate_ratio has absolute robust deviation 19.232.,True,True
W-000100,COMPLETION,DUPLICATE_REVIEW,0.0,15,0.0,data/processed/duplicate_summary.csv,NO_DUPLICATE_REVIEW_CANDIDATE,No corroborated Day-4.1 duplicate review candidate.,True,True
W-000100,COMPLETION,PAYMENT_EXECUTION,10.0,20,2.0,data/processed/payment_irregularities.csv;data/processed/fund_progress_evidence.csv,PERSISTENT_FUND_PROGRESS_REVIEW,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 10.000; persistence boost 10 points.,True,True
W-000100,COMPLETION,COMPLIANCE,80.0,40,32.0,data/processed/compliance_evidence.csv,MPLADS-11.2-COMPLETION-UC,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,True,True
W-000100,COMPLETION,OPERATIONAL_TREND_CONTEXT,33.394160583941606,10,3.339416,data/processed/work_trend_context.csv,OPERATIONAL_TREND_DEVIATION,state_name=Telangana|district=Telangana Demo District 3|sector=Drinking Water context; strongest metric progress_report_count; signed robust z 7.644.,True,True
W-000101,EXECUTION,ANOMALY,98.875,10,9.8875,data/processed/anomaly_scores.csv,LIFECYCLE_ANOMALY_PERCENTILE,Within-lifecycle statistical unusualness percentile 98.875; not a probability.,True,True
W-000101,EXECUTION,PEER_DEVIATION,58.57988165680473,10,5.857988,data/processed/peer_benchmark_summary.csv,STATISTICAL_PEER_OUTLIER,4 peer-outlier metric(s); strongest days_since_last_payment_as_of has absolute robust deviation 10.198.,True,True
W-000101,EXECUTION,DUPLICATE_REVIEW,0.0,15,0.0,data/processed/duplicate_summary.csv,NO_DUPLICATE_REVIEW_CANDIDATE,No corroborated Day-4.1 duplicate review candidate.,True,True
W-000101,EXECUTION,PAYMENT_EXECUTION,60.0,25,15.0,data/processed/payment_irregularities.csv;data/processed/fund_progress_evidence.csv,PAYMENT_AUTH_BEFORE_REQUEST,Capped payment/execution family: payment severity score 60.0; positive fund-progress score 0.000; persistence boost 0 points.,True,True
W-000101,EXECUTION,OBSERVED_CONDITIONS,92.61992619926198,20,18.523985,data/processed/project_features.csv;data/processed/predictive_scores.csv,OBSERVED_OVERDUE,"Observed overdue=True (days=793.0, score=92.620); observed over sanction=False (overrun_pct=0.0, score=0.000).",True,True
W-000101,EXECUTION,COMPLIANCE,0.0,10,0.0,data/processed/compliance_evidence.csv,NO_ACTIONABLE_COMPLIANCE_RESULT,No REVIEW or deterministic NON_COMPLIANT compliance result.,True,True
W-000101,EXECUTION,COST_OVERRUN_PREDICTION,65.875,5,3.29375,data/processed/predictive_scores.csv,RAW_XGBOOST_SECONDARY_EARLY_WARNING,Weak secondary raw-XGBoost serving percentile 65.875; calibrated output excluded.,True,True
W-000101,EXECUTION,OPERATIONAL_TREND_CONTEXT,60.94890510948905,5,3.047445,data/processed/work_trend_context.csv,OPERATIONAL_TREND_DEVIATION,state_name=Rajasthan|district=Rajasthan Demo District 3 context; strongest metric progress_report_count; signed robust z 13.288.,True,True
W-000102,EXECUTION,ANOMALY,0.875,10,0.0875,data/processed/anomaly_scores.csv,LIFECYCLE_ANOMALY_PERCENTILE,Within-lifecycle statistical unusualness percentile 0.875; not a probability.,True,True
W-000102,EXECUTION,PEER_DEVIATION,0.0,10,0.0,data/processed/peer_benchmark_summary.csv,NO_STATISTICAL_PEER_OUTLIER,No metric met the statistical peer-outlier evidence heuristic.,True,True
W-000102,EXECUTION,DUPLICATE_REVIEW,0.0,15,0.0,data/processed/duplicate_summary.csv,NO_DUPLICATE_REVIEW_CANDIDATE,No corroborated Day-4.1 duplicate review candidate.,True,True
W-000102,EXECUTION,PAYMENT_EXECUTION,0.0,25,0.0,data/processed/payment_irregularities.csv;data/processed/fund_progress_evidence.csv,NO_PAYMENT_EXECUTION_SIGNAL,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 0.000; persistence boost 0 points.,True,True
W-000102,EXECUTION,OBSERVED_CONDITIONS,0.0,20,0.0,data/processed/project_features.csv;data/processed/predictive_scores.csv,NO_OBSERVED_CONDITION,"Observed overdue=False (days=0.0, score=0.000); observed over sanction=False (overrun_pct=0.0, score=0.000).",True,True
W-000102,EXECUTION,COMPLIANCE,0.0,10,0.0,data/processed/compliance_evidence.csv,NO_ACTIONABLE_COMPLIANCE_RESULT,No REVIEW or deterministic NON_COMPLIANT compliance result.,True,True
W-000102,EXECUTION,COST_OVERRUN_PREDICTION,64.125,5,3.20625,data/processed/predictive_scores.csv,RAW_XGBOOST_SECONDARY_EARLY_WARNING,Weak secondary raw-XGBoost serving percentile 64.125; calibrated output excluded.,True,True
W-000102,EXECUTION,OPERATIONAL_TREND_CONTEXT,96.35036496350365,5,4.817518,data/processed/work_trend_context.csv,OPERATIONAL_TREND_DEVIATION,state_name=Karnataka|district=Karnataka Demo District 3 context; strongest metric progress_report_count; signed robust z 37.435.,True,True
W-000103,COMPLETION,ANOMALY,11.566390041493776,8,0.925311,data/processed/anomaly_scores.csv,LIFECYCLE_ANOMALY_PERCENTILE,Within-lifecycle statistical unusualness percentile 11.566; not a probability.,True,True
W-000103,COMPLETION,PEER_DEVIATION,0.0,7,0.0,data/processed/peer_benchmark_summary.csv,NO_STATISTICAL_PEER_OUTLIER,No metric met the statistical peer-outlier evidence heuristic.,True,True
W-000103,COMPLETION,DUPLICATE_REVIEW,0.0,15,0.0,data/processed/duplicate_summary.csv,NO_DUPLICATE_REVIEW_CANDIDATE,No corroborated Day-4.1 duplicate review candidate.,True,True
W-000103,COMPLETION,PAYMENT_EXECUTION,100.0,20,20.0,data/processed/payment_irregularities.csv;data/processed/fund_progress_evidence.csv,PERSISTENT_FUND_PROGRESS_REVIEW,Capped payment/execution family: payment severity score 60.0; positive fund-progress score 100.000; persistence boost 10 points.,True,True
W-000103,COMPLETION,COMPLIANCE,80.0,40,32.0,data/processed/compliance_evidence.csv,MPLADS-11.2-COMPLETION-UC,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,True,True
W-000103,COMPLETION,OPERATIONAL_TREND_CONTEXT,36.13138686131387,10,3.613139,data/processed/work_trend_context.csv,OPERATIONAL_TREND_DEVIATION,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1|sector=Sanitation context; strongest metric progress_report_count; signed robust z 8.431.,True,True
W-000104,EXECUTION,ANOMALY,30.375,10,3.0375,data/processed/anomaly_scores.csv,LIFECYCLE_ANOMALY_PERCENTILE,Within-lifecycle statistical unusualness percentile 30.375; not a probability.,True,True
W-000104,EXECUTION,PEER_DEVIATION,25.14792899408284,10,2.514793,data/processed/peer_benchmark_summary.csv,STATISTICAL_PEER_OUTLIER,1 peer-outlier metric(s); strongest largest_payment_share_as_of has absolute robust deviation 5.672.,True,True
W-000104,EXECUTION,DUPLICATE_REVIEW,0.0,15,0.0,data/processed/duplicate_summary.csv,NO_DUPLICATE_REVIEW_CANDIDATE,No corroborated Day-4.1 duplicate review candidate.,True,True
W-000104,EXECUTION,PAYMENT_EXECUTION,0.0,25,0.0,data/processed/payment_irregularities.csv;data/processed/fund_progress_evidence.csv,NO_PAYMENT_EXECUTION_SIGNAL,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 0.000; persistence boost 0 points.,True,True
W-000104,EXECUTION,OBSERVED_CONDITIONS,0.0,20,0.0,data/processed/project_features.csv;data/processed/predictive_scores.csv,NO_OBSERVED_CONDITION,"Observed overdue=False (days=0.0, score=0.000); observed over sanction=False (overrun_pct=0.0, score=0.000).",True,True
W-000104,EXECUTION,COMPLIANCE,0.0,10,0.0,data/processed/compliance_evidence.csv,NO_ACTIONABLE_COMPLIANCE_RESULT,No REVIEW or deterministic NON_COMPLIANT compliance result.,True,True
W-000104,EXECUTION,COST_OVERRUN_PREDICTION,90.875,5,4.54375,data/processed/predictive_scores.csv,RAW_XGBOOST_SECONDARY_EARLY_WARNING,Weak secondary raw-XGBoost serving percentile 90.875; calibrated output excluded.,True,True
W-000104,EXECUTION,OPERATIONAL_TREND_CONTEXT,73.72262773722628,5,3.686131,data/processed/work_trend_context.csv,OPERATIONAL_TREND_DEVIATION,state_name=Telangana|district=Telangana Demo District 1|sector=Sports context; strongest metric progress_report_count; signed robust z 17.537.,True,True
W-000105,PRE_SANCTION,ANOMALY,3.717472118959108,30,1.115242,data/processed/anomaly_scores.csv,LIFECYCLE_ANOMALY_PERCENTILE,Within-lifecycle statistical unusualness percentile 3.717; not a probability.,True,True
W-000105,PRE_SANCTION,PEER_DEVIATION,0.0,25,0.0,data/processed/peer_benchmark_summary.csv,NO_STATISTICAL_PEER_OUTLIER,No metric met the statistical peer-outlier evidence heuristic.,True,True
W-000105,PRE_SANCTION,DUPLICATE_REVIEW,0.0,25,0.0,data/processed/duplicate_summary.csv,NO_DUPLICATE_REVIEW_CANDIDATE,No corroborated Day-4.1 duplicate review candidate.,True,True
W-000105,PRE_SANCTION,OPERATIONAL_TREND_CONTEXT,60.58394160583942,20,12.116788,data/processed/work_trend_context.csv,OPERATIONAL_TREND_DEVIATION,state_name=Telangana|district=Telangana Demo District 1 context; strongest metric progress_report_count; signed robust z 13.153.,True,True
