work_id,mp_id,house_type,tenure,state_name,constituency,nodal_district,recommendation_date,recommendation_type,sector,sub_sector,work_description,work_location_state,district,block,village,latitude,longitude,recommended_amount_inr,technical_estimate_amount_inr,sanctioned_amount_inr,sanction_date,sanction_status,implementing_agency_id,expected_start_date,expected_completion_date,actual_start_date,current_status,current_physical_progress_pct,current_expenditure_inr,duplicate_group_reference,source_type,source_reference,synthetic_marker
W-000542,MP-MH-002,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Odisha,Maharashtra Demo Constituency 2,Maharashtra Demo District 2,2025-03-21,Normal MPLADS Work,Health,Health Sub-Centre,"Provision of Health Sub-Centre at Demo Village 20, Demo Block 3, Odisha Demo District 4",Odisha,Odisha Demo District 4,Demo Block 3,Demo Village 20,20.347907,85.035734,2354000,2307000,2298000,2025-04-01,Sanctioned,IA-MH-003,2025-05-14,2026-02-27,2025-06-18,Completed,100.0,2032000,DUP-009,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-000543,MP-RJ-002,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Rajasthan,Rajasthan Demo Constituency 2,Rajasthan Demo District 2,2023-07-31,Normal MPLADS Work,Drinking Water,RO Water Plant,"Development of RO Water Plant at Demo Village 9, Demo Block 7, Rajasthan Demo District 2",Rajasthan,Rajasthan Demo District 2,Demo Block 7,Demo Village 9,26.011397,74.876438,1192000,1139000,1153000,2023-08-20,Sanctioned,IA-RJ-003,2023-09-15,2024-04-06,2023-09-22,Completed,100.0,1092000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-000544,MP-TS-002,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Telangana,Telangana Demo Constituency 2,Telangana Demo District 2,2025-11-10,Normal MPLADS Work,Renewable Energy,Solar Street Lights,"Development of Solar Street Lights at Demo Village 28, Demo Block 3, Telangana Demo District 2",Telangana,Telangana Demo District 2,Demo Block 3,Demo Village 28,18.167262,79.180085,1627000,1709000,1678000,2025-12-27,Sanctioned,IA-TS-006,2026-01-19,2026-08-03,2026-02-01,Completed,100.0,1548000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-000545,MP-RJ-002,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Rajasthan,Rajasthan Demo Constituency 2,Rajasthan Demo District 2,2025-01-24,Normal MPLADS Work,Roads & Bridges,Approach Road,"Development of Approach Road at Demo Village 7, Demo Block 6, Rajasthan Demo District 1",Rajasthan,Rajasthan Demo District 1,Demo Block 6,Demo Village 7,27.135501,75.460387,2062000,1984000,2063000,2025-02-12,Sanctioned,IA-RJ-001,2025-03-16,2025-12-14,2025-04-09,Completed,100.0,2188000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-000546,MP-TS-003,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Telangana,Telangana Demo Constituency 3,Telangana Demo District 3,2025-01-01,Normal MPLADS Work,Renewable Energy,Solar Community Lighting,"Development of Solar Community Lighting at Demo Village 11, Demo Block 5, Telangana Demo District 4",Telangana,Telangana Demo District 4,Demo Block 5,Demo Village 11,16.773825,79.475202,993000,997000,1012000,2025-01-10,Sanctioned,IA-TS-002,2025-01-17,2025-08-22,2025-01-17,Completed,100.0,963000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-000547,MP-TS-005,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Telangana,Telangana Demo Constituency 5,Telangana Demo District 1,2025-07-05,Normal MPLADS Work,Health,Public Health Facility,"Development of Public Health Facility at Demo Village 35, Demo Block 3, Telangana Demo District 1",Telangana,Telangana Demo District 1,Demo Block 3,Demo Village 35,17.313004,78.699738,3635000,3877000,3872000,2025-07-27,Sanctioned,IA-TS-002,2025-08-11,2026-07-20,2025-08-20,Completed,100.0,4066000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-000548,MP-RJ-005,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Rajasthan,Rajasthan Demo Constituency 5,Rajasthan Demo District 1,2025-04-21,Normal MPLADS Work,Roads & Bridges,Small Bridge,"Development of Small Bridge at Demo Village 34, Demo Block 2, Rajasthan Demo District 1",Rajasthan,Rajasthan Demo District 1,Demo Block 2,Demo Village 34,25.9956,73.431673,3525000,3598000,3572000,2025-05-14,Sanctioned,IA-RJ-001,2025-05-27,2026-02-18,2025-05-28,Completed,100.0,3783000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-000549,MP-KA-002,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Karnataka,Karnataka Demo Constituency 2,Karnataka Demo District 2,2025-06-17,Normal MPLADS Work,Drinking Water,Water Tank,"Development of Water Tank at Demo Village 21, Demo Block 6, Karnataka Demo District 1",Karnataka,Karnataka Demo District 1,Demo Block 6,Demo Village 21,14.290826,76.497001,1462000,1518000,1475000,2025-07-12,Sanctioned,IA-KA-004,2025-08-18,2026-07-15,2025-09-05,Completed,100.0,1406000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-000550,MP-OD-001,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Odisha,Odisha Demo Constituency 1,Odisha Demo District 1,2024-12-18,Normal MPLADS Work,Roads & Bridges,Approach Road,"Development of Approach Road at Demo Village 6, Demo Block 8, Odisha Demo District 1",Odisha,Odisha Demo District 1,Demo Block 8,Demo Village 6,19.33626,85.244132,1908000,1812000,0,,Rejected,,,,,Not Applicable,0.0,0,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-000551,MP-RJ-001,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Rajasthan,Rajasthan Demo Constituency 1,Rajasthan Demo District 1,2023-11-11,Normal MPLADS Work,Roads & Bridges,Rural Road,"Development of Rural Road at Demo Village 6, Demo Block 2, Rajasthan Demo District 1",Rajasthan,Rajasthan Demo District 1,Demo Block 2,Demo Village 6,25.833924,74.319227,3976000,3875000,3830000,2023-11-28,Sanctioned,IA-RJ-001,2023-12-12,2024-06-21,2024-01-11,Completed,100.0,3791000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-000552,MP-TS-005,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Telangana,Telangana Demo Constituency 5,Telangana Demo District 1,2025-04-23,Normal MPLADS Work,Roads & Bridges,Approach Road,"Development of Approach Road at Demo Village 35, Demo Block 6, Telangana Demo District 4",Telangana,Telangana Demo District 4,Demo Block 6,Demo Village 35,16.682558,78.504167,3119000,3290000,3415000,2025-05-17,Sanctioned,IA-TS-006,2025-05-29,2026-04-25,2025-06-19,Completed,100.0,3569000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-000553,MP-TS-001,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Telangana,Telangana Demo Constituency 1,Telangana Demo District 1,2025-07-31,Normal MPLADS Work,Roads & Bridges,Rural Road,"Development of Rural Road at Demo Village 5, Demo Block 7, Telangana Demo District 1",Telangana,Telangana Demo District 1,Demo Block 7,Demo Village 5,18.174807,79.101698,2775000,2915000,2872000,2025-09-01,Sanctioned,IA-TS-006,2025-10-16,2026-09-30,2025-10-25,Ongoing,83.5,2212000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-000554,MP-KA-005,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Karnataka,Karnataka Demo Constituency 5,Karnataka Demo District 1,2025-03-22,Normal MPLADS Work,Roads & Bridges,Approach Road,"Development of Approach Road at Demo Village 22, Demo Block 7, Karnataka Demo District 4",Karnataka,Karnataka Demo District 4,Demo Block 7,Demo Village 22,16.136858,75.677299,1547000,1482000,1472000,2025-05-11,Sanctioned,IA-KA-001,2025-06-16,2025-12-22,2025-07-20,Completed,100.0,1445000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-000555,MP-KA-003,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Karnataka,Karnataka Demo Constituency 3,Karnataka Demo District 3,2023-10-22,Normal MPLADS Work,Sanitation,Solid Waste Shed,"Development of Solid Waste Shed at Demo Village 11, Demo Block 5, Karnataka Demo District 4",Karnataka,Karnataka Demo District 4,Demo Block 5,Demo Village 11,14.920249,75.959442,1846000,1900000,1940000,2023-11-10,Sanctioned,IA-KA-004,2023-12-04,2024-09-24,2023-12-02,Completed,100.0,1938000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-000556,MP-TS-003,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Telangana,Telangana Demo Constituency 3,Telangana Demo District 3,2024-09-21,Normal MPLADS Work,Community Infrastructure,Community Hall,"Development of Community Hall at Demo Village 12, Demo Block 2, Telangana Demo District 4",Telangana,Telangana Demo District 4,Demo Block 2,Demo Village 12,16.32544,78.316247,3254000,3117000,3172000,2024-10-05,Sanctioned,IA-TS-005,2024-11-02,2025-07-30,2024-11-10,Completed,100.0,2913000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-000557,MP-AP-006,Rajya Sabha,18th Lok Sabha / Current Demo Tenure,Andhra Pradesh,Andhra Pradesh Rajya Sabha Seat,Andhra Pradesh Demo District 2,2025-02-01,Normal MPLADS Work,Health,Ambulance Shelter,"Development of Ambulance Shelter at Demo Village 15, Demo Block 5, Andhra Pradesh Demo District 2",Andhra Pradesh,Andhra Pradesh Demo District 2,Demo Block 5,Demo Village 15,16.125335,81.449755,912000,977000,972000,2025-03-02,Sanctioned,IA-AP-002,2025-03-24,2026-02-28,2025-04-28,Completed,100.0,972000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-000558,MP-OD-001,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Odisha,Odisha Demo Constituency 1,Odisha Demo District 1,2023-08-06,Normal MPLADS Work,Drinking Water,Pipeline Extension,"Development of Pipeline Extension at Demo Village 29, Demo Block 8, Odisha Demo District 2",Odisha,Odisha Demo District 2,Demo Block 8,Demo Village 29,21.17323,84.096567,1287000,1387000,1391000,2023-08-30,Sanctioned,IA-OD-002,2023-10-02,2024-09-08,2023-11-05,Completed,100.0,1461000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-000559,MP-TS-005,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Telangana,Telangana Demo Constituency 5,Telangana Demo District 1,2023-10-10,Normal MPLADS Work,Sanitation,Drainage,"Development of Drainage at Demo Village 30, Demo Block 1, Telangana Demo District 2",Telangana,Telangana Demo District 2,Demo Block 1,Demo Village 30,16.720516,79.428209,751000,798000,829000,2023-10-26,Sanctioned,IA-TS-001,2023-12-06,2024-07-13,2023-12-28,Completed,100.0,771000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-000560,MP-KA-006,Rajya Sabha,18th Lok Sabha / Current Demo Tenure,Karnataka,Karnataka Rajya Sabha Seat,Karnataka Demo District 2,2024-04-16,Normal MPLADS Work,Community Infrastructure,Bus Shelter,"Development of Bus Shelter at Demo Village 28, Demo Block 1, Karnataka Demo District 3",Karnataka,Karnataka Demo District 3,Demo Block 1,Demo Village 28,14.489068,76.992291,2330000,2345000,2279000,2024-05-12,Sanctioned,IA-KA-006,2024-05-23,2025-04-22,2024-06-26,Completed,100.0,2204000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-000561,MP-AP-006,Rajya Sabha,18th Lok Sabha / Current Demo Tenure,Andhra Pradesh,Andhra Pradesh Rajya Sabha Seat,Andhra Pradesh Demo District 2,2026-01-08,Normal MPLADS Work,Roads & Bridges,Rural Road,"Development of Rural Road at Demo Village 17, Demo Block 7, Andhra Pradesh Demo District 1",Andhra Pradesh,Andhra Pradesh Demo District 1,Demo Block 7,Demo Village 17,16.038069,79.741429,1920000,2051000,2048000,2026-02-16,Sanctioned,IA-AP-004,2026-03-22,2026-11-19,2026-03-20,Ongoing,69.8,1303000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-000562,MP-OD-001,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Odisha,Odisha Demo Constituency 1,Odisha Demo District 1,2024-09-26,Normal MPLADS Work,Renewable Energy,Solar Public Facility,"Development of Solar Public Facility at Demo Village 2, Demo Block 5, Odisha Demo District 2",Odisha,Odisha Demo District 2,Demo Block 5,Demo Village 2,20.113981,83.721093,1278000,1268000,1232000,2024-10-09,Sanctioned,IA-OD-005,2024-11-01,2025-05-20,2024-12-06,Completed,100.0,1234000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-000563,MP-MH-005,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Maharashtra,Maharashtra Demo Constituency 5,Maharashtra Demo District 1,2023-10-06,Normal MPLADS Work,Roads & Bridges,CC Road,"Development of CC Road at Demo Village 7, Demo Block 2, Maharashtra Demo District 1",Maharashtra,Maharashtra Demo District 1,Demo Block 2,Demo Village 7,19.585947,76.775271,1386000,1438000,1468000,2023-10-23,Sanctioned,IA-MH-003,2023-12-02,2024-10-13,2023-12-04,Ongoing,85.4,1188000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-000564,MP-MH-004,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Odisha,Maharashtra Demo Constituency 4,Maharashtra Demo District 4,2024-03-08,Normal MPLADS Work,Health,Health Sub-Centre,"Creation of Health Sub-Centre at Demo Village 20, Demo Block 3, Odisha Demo District 4",Odisha,Odisha Demo District 4,Demo Block 3,Demo Village 20,20.347345,85.034395,2333000,2296000,2264000,2024-04-02,Sanctioned,IA-MH-003,2024-05-05,2025-02-04,2024-06-02,Completed,100.0,2393000,DUP-009,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-000565,MP-KA-006,Rajya Sabha,18th Lok Sabha / Current Demo Tenure,Karnataka,Karnataka Rajya Sabha Seat,Karnataka Demo District 2,2024-06-19,Normal MPLADS Work,Education,Library Room,"Development of Library Room at Demo Village 29, Demo Block 6, Karnataka Demo District 4",Karnataka,Karnataka Demo District 4,Demo Block 6,Demo Village 29,15.066979,75.776412,1181000,1226000,1233000,2024-08-02,Sanctioned,IA-KA-003,2024-09-07,2025-08-24,2024-10-11,Completed,100.0,1295000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-000566,MP-MH-005,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Maharashtra,Maharashtra Demo Constituency 5,Maharashtra Demo District 1,2025-01-03,Normal MPLADS Work,Sports,Playground Development,"Development of Playground Development at Demo Village 2, Demo Block 4, Maharashtra Demo District 2",Maharashtra,Maharashtra Demo District 2,Demo Block 4,Demo Village 2,20.244549,75.037638,2389000,2325000,2329000,2025-01-27,Sanctioned,IA-MH-004,2025-02-04,2026-02-02,2025-03-04,Completed,100.0,2301000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-000567,MP-TS-005,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Telangana,Telangana Demo Constituency 5,Telangana Demo District 1,2024-05-14,Normal MPLADS Work,Health,PHC Equipment Room,"Development of PHC Equipment Room at Demo Village 10, Demo Block 5, Telangana Demo District 4",Telangana,Telangana Demo District 4,Demo Block 5,Demo Village 10,18.620923,79.660462,2470000,2646000,2686000,2024-05-29,Sanctioned,IA-TS-004,2024-06-05,2025-01-22,2024-06-18,Completed,100.0,2828000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-000568,MP-RJ-002,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Rajasthan,Rajasthan Demo Constituency 2,Rajasthan Demo District 2,2026-05-14,Normal MPLADS Work,Education,Digital Classroom,"Development of Digital Classroom at Demo Village 30, Demo Block 1, Rajasthan Demo District 2",Rajasthan,Rajasthan Demo District 2,Demo Block 1,Demo Village 30,27.994931,75.167747,3022000,2917000,2912000,2026-06-26,Sanctioned,IA-RJ-002,2026-07-07,2027-03-16,2026-08-10,Ongoing,11.4,306000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-000569,MP-AP-003,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Andhra Pradesh,Andhra Pradesh Demo Constituency 3,Andhra Pradesh Demo District 3,2025-10-04,Normal MPLADS Work,Drinking Water,Water Tank,"Development of Water Tank at Demo Village 31, Demo Block 4, Andhra Pradesh Demo District 4",Andhra Pradesh,Andhra Pradesh Demo District 4,Demo Block 4,Demo Village 31,15.867922,81.092277,1633000,1679000,1732000,2025-10-18,Sanctioned,IA-AP-002,2025-11-16,2026-07-01,2025-11-24,Completed,100.0,1799000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-000570,MP-OD-005,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Odisha,Odisha Demo Constituency 5,Odisha Demo District 1,2025-07-31,Normal MPLADS Work,Community Infrastructure,Community Hall,"Development of Community Hall at Demo Village 14, Demo Block 8, Odisha Demo District 1",Odisha,Odisha Demo District 1,Demo Block 8,Demo Village 14,19.529093,84.818338,3314000,3291000,4316000,2025-08-08,Sanctioned,IA-OD-002,2025-08-24,2026-08-05,2025-09-14,Completed,100.0,4186000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-000571,MP-TS-005,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Telangana,Telangana Demo Constituency 5,Telangana Demo District 1,2025-09-24,Normal MPLADS Work,Roads & Bridges,Small Bridge,"Development of Small Bridge at Demo Village 24, Demo Block 8, Telangana Demo District 3",Telangana,Telangana Demo District 3,Demo Block 8,Demo Village 24,17.453087,78.650254,1253000,1257000,1306000,2025-10-13,Sanctioned,IA-TS-002,2025-11-15,2026-05-28,2025-12-09,Ongoing,83.9,1011000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-000572,MP-RJ-004,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Rajasthan,Rajasthan Demo Constituency 4,Rajasthan Demo District 4,2024-09-11,Normal MPLADS Work,Education,Digital Classroom,"Development of Digital Classroom at Demo Village 13, Demo Block 3, Rajasthan Demo District 2",Rajasthan,Rajasthan Demo District 2,Demo Block 3,Demo Village 13,26.777264,73.612538,2193000,2309000,2253000,2024-09-19,Sanctioned,IA-RJ-004,2024-10-09,2025-10-05,2024-10-09,Completed,100.0,2128000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-000573,MP-MH-006,Rajya Sabha,18th Lok Sabha / Current Demo Tenure,Maharashtra,Maharashtra Rajya Sabha Seat,Maharashtra Demo District 2,2023-07-16,Normal MPLADS Work,Drinking Water,Water Tank,"Development of Water Tank at Demo Village 25, Demo Block 7, Maharashtra Demo District 3",Maharashtra,Maharashtra Demo District 3,Demo Block 7,Demo Village 25,19.046865,74.883069,1877000,1865000,1859000,2023-08-28,Sanctioned,IA-MH-004,2023-09-16,2024-08-12,2023-10-19,Completed,100.0,1952000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-000574,MP-MH-005,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Maharashtra,Maharashtra Demo Constituency 5,Maharashtra Demo District 1,2025-09-16,Normal MPLADS Work,Community Infrastructure,Bus Shelter,"Development of Bus Shelter at Demo Village 15, Demo Block 6, Maharashtra Demo District 1",Maharashtra,Maharashtra Demo District 1,Demo Block 6,Demo Village 15,18.130658,75.203494,1999000,2093000,2169000,2025-11-05,Sanctioned,IA-MH-006,2025-12-11,2026-07-09,2026-01-14,Completed,100.0,2236000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-000575,MP-OD-002,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Odisha,Odisha Demo Constituency 2,Odisha Demo District 2,2024-11-18,Normal MPLADS Work,Health,PHC Equipment Room,"Development of PHC Equipment Room at Demo Village 26, Demo Block 8, Odisha Demo District 3",Odisha,Odisha Demo District 3,Demo Block 8,Demo Village 26,21.638197,84.231179,1370000,1311000,1344000,2024-12-23,Sanctioned,IA-OD-005,2025-01-23,2026-01-11,2025-01-26,Completed,100.0,1380000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-000576,MP-MH-004,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Maharashtra,Maharashtra Demo Constituency 4,Maharashtra Demo District 4,2025-06-17,Normal MPLADS Work,Community Infrastructure,Anganwadi Building,"Development of Anganwadi Building at Demo Village 10, Demo Block 4, Maharashtra Demo District 1",Maharashtra,Maharashtra Demo District 1,Demo Block 4,Demo Village 10,18.323354,75.517473,3553000,3805000,0,,Pending,,,,,Not Applicable,0.0,0,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-000577,MP-KA-005,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Karnataka,Karnataka Demo Constituency 5,Karnataka Demo District 1,2026-02-04,Normal MPLADS Work,Roads & Bridges,CC Road,"Development of CC Road at Demo Village 7, Demo Block 7, Karnataka Demo District 1",Karnataka,Karnataka Demo District 1,Demo Block 7,Demo Village 7,16.277959,75.248061,3783000,3558000,3673000,2026-02-16,Sanctioned,IA-KA-006,2026-02-23,2026-08-28,2026-03-07,Completed,100.0,3740000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-000578,MP-OD-006,Rajya Sabha,18th Lok Sabha / Current Demo Tenure,Odisha,Odisha Rajya Sabha Seat,Odisha Demo District 2,2025-10-23,Normal MPLADS Work,Sports,Playground Development,"Development of Playground Development at Demo Village 13, Demo Block 6, Odisha Demo District 4",Odisha,Odisha Demo District 4,Demo Block 6,Demo Village 13,21.304958,85.587345,1479000,1463000,1506000,2025-12-11,Sanctioned,IA-OD-006,2025-12-22,2026-07-26,2026-01-03,Completed,100.0,1574000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-000579,MP-OD-006,Rajya Sabha,18th Lok Sabha / Current Demo Tenure,Odisha,Odisha Rajya Sabha Seat,Odisha Demo District 2,2023-07-21,Normal MPLADS Work,Roads & Bridges,Approach Road,"Development of Approach Road at Demo Village 1, Demo Block 5, Odisha Demo District 1",Odisha,Odisha Demo District 1,Demo Block 5,Demo Village 1,21.313829,85.058238,2671000,2713000,2786000,2023-08-31,Sanctioned,IA-OD-001,2023-09-08,2024-07-17,2023-10-02,Completed,100.0,2778000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-000580,MP-RJ-006,Rajya Sabha,18th Lok Sabha / Current Demo Tenure,Rajasthan,Rajasthan Rajya Sabha Seat,Rajasthan Demo District 2,2023-07-15,Normal MPLADS Work,Health,Ambulance Shelter,"Development of Ambulance Shelter at Demo Village 2, Demo Block 8, Rajasthan Demo District 1",Rajasthan,Rajasthan Demo District 1,Demo Block 8,Demo Village 2,28.008697,73.9087,2668000,2628000,0,,Rejected,,,,,Not Applicable,0.0,0,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-000581,MP-RJ-004,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Rajasthan,Rajasthan Demo Constituency 4,Rajasthan Demo District 4,2026-02-26,Normal MPLADS Work,Sanitation,Public Toilet,"Development of Public Toilet at Demo Village 3, Demo Block 4, Rajasthan Demo District 1",Rajasthan,Rajasthan Demo District 1,Demo Block 4,Demo Village 3,26.617664,75.727068,948000,911000,933000,2026-03-25,Sanctioned,IA-RJ-001,2026-04-29,2027-02-21,2026-05-23,Ongoing,46.9,430000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-000582,MP-AP-002,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Andhra Pradesh,Andhra Pradesh Demo Constituency 2,Andhra Pradesh Demo District 2,2024-03-05,Normal MPLADS Work,Health,PHC Equipment Room,"Development of PHC Equipment Room at Demo Village 23, Demo Block 4, Andhra Pradesh Demo District 3",Andhra Pradesh,Andhra Pradesh Demo District 3,Demo Block 4,Demo Village 23,16.767939,79.913269,2867000,2714000,2699000,2024-03-21,Sanctioned,IA-AP-003,2024-04-26,2025-01-02,2024-04-25,Completed,100.0,2900000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-000583,MP-OD-005,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Odisha,Odisha Demo Constituency 5,Odisha Demo District 1,2023-12-07,Normal MPLADS Work,Health,Health Sub-Centre,"Development of Health Sub-Centre at Demo Village 16, Demo Block 8, Odisha Demo District 4",Odisha,Odisha Demo District 4,Demo Block 8,Demo Village 16,20.929186,83.293677,2550000,2731000,2830000,2024-01-04,Sanctioned,IA-OD-002,2024-01-21,2024-07-29,2024-02-11,Completed,100.0,2943000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-000584,MP-OD-001,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Odisha,Odisha Demo Constituency 1,Odisha Demo District 1,2025-01-26,Normal MPLADS Work,Renewable Energy,Solar Community Lighting,"Development of Solar Community Lighting at Demo Village 29, Demo Block 3, Odisha Demo District 2",Odisha,Odisha Demo District 2,Demo Block 3,Demo Village 29,21.151742,85.591282,1867000,2015000,2008000,2025-02-18,Sanctioned,IA-OD-004,2025-03-16,2026-01-20,2025-03-29,Completed,100.0,2129000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-000585,MP-KA-002,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Karnataka,Karnataka Demo Constituency 2,Karnataka Demo District 2,2026-03-22,Normal MPLADS Work,Roads & Bridges,Rural Road,"Development of Rural Road at Demo Village 14, Demo Block 4, Karnataka Demo District 1",Karnataka,Karnataka Demo District 1,Demo Block 4,Demo Village 14,16.181044,75.406695,2972000,3180000,3122000,2026-04-15,Sanctioned,IA-KA-002,2026-04-27,2027-02-21,2026-04-29,Ongoing,43.7,1408000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
