work_id,anomaly_label,anomaly_types,duplicate_group_id,label_usage_note,synthetic_demo_data
W-000821,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000822,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000823,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000824,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000825,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000826,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000827,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000828,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000829,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000830,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000831,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000832,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000833,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000834,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000835,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000836,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000837,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000838,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000839,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000840,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000841,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000842,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000843,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000844,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000845,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000846,True,FUND_PROGRESS_MISMATCH,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000847,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000848,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000849,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000850,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000851,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000852,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000853,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000854,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000855,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000856,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000857,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000858,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000859,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000860,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000861,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000862,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000863,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000864,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000865,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000866,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000867,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000868,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000869,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000870,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000871,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000872,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000873,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000874,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000875,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000876,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000877,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000878,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000879,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000880,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000881,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000882,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000883,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000884,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000885,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000886,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000887,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000888,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000889,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000890,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000891,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000892,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000893,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000894,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000895,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000896,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000897,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000898,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000899,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000900,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000901,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000902,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000903,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000904,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000905,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000906,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000907,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000908,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000909,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000910,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000911,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000912,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000913,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000914,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000915,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000916,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000917,True,PAYMENT_CHRONOLOGY,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000918,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000919,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000920,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000921,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000922,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000923,True,LOCATION_REQUIRES_REVIEW,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000924,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000925,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000926,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000927,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000928,True,MISSING_MONTHLY_SITE_EVIDENCE,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000929,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000930,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000931,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000932,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000933,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000934,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000935,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000936,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000937,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000938,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000939,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000940,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000941,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000942,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000943,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000944,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000945,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000946,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000947,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000948,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000949,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000950,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000951,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000952,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000953,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000954,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000955,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000956,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000957,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000958,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000959,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000960,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000961,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000962,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000963,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000964,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000965,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000966,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000967,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000968,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000969,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000970,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000971,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000972,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000973,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000974,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000975,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000976,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000977,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000978,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000979,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000980,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000981,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000982,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000983,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000984,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000985,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000986,True,MISSING_MONTHLY_SITE_EVIDENCE,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000987,True,FUND_PROGRESS_MISMATCH,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000988,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000989,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000990,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000991,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000992,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000993,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000994,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000995,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000996,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000997,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000998,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000999,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001000,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001001,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001002,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001003,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001004,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001005,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001006,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001007,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001008,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001009,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001010,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001011,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001012,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001013,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001014,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001015,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001016,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001017,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001018,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001019,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001020,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001021,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001022,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001023,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001024,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001025,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001026,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001027,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001028,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001029,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001030,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001031,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001032,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001033,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001034,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001035,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001036,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001037,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001038,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001039,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001040,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001041,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001042,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001043,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001044,True,MISSING_MONTHLY_SITE_EVIDENCE,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001045,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001046,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001047,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001048,True,PAYMENT_CHRONOLOGY,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001049,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001050,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001051,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001052,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001053,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001054,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001055,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001056,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001057,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001058,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001059,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001060,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001061,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001062,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001063,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001064,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001065,True,LOCATION_REQUIRES_REVIEW,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001066,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001067,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001068,True,OBSERVED_DELAY,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001069,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001070,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001071,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001072,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001073,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001074,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001075,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001076,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001077,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001078,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001079,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001080,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001081,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001082,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001083,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001084,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001085,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001086,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001087,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001088,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001089,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001090,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001091,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001092,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001093,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001094,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001095,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001096,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001097,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001098,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001099,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001100,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001101,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001102,True,MISSING_MONTHLY_SITE_EVIDENCE,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001103,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001104,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001105,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001106,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001107,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001108,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001109,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001110,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001111,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001112,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001113,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001114,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001115,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001116,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001117,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001118,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001119,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001120,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001121,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001122,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001123,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001124,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001125,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001126,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001127,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001128,True,FUND_PROGRESS_MISMATCH,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001129,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001130,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001131,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001132,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001133,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001134,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001135,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001136,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001137,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001138,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001139,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001140,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001141,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001142,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001143,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001144,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001145,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001146,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001147,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001148,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001149,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001150,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001151,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001152,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001153,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001154,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001155,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001156,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001157,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001158,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001159,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001160,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001161,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001162,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-001163,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
